,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
231,128434,1.27e-09,1.27e-11,0.6363,6.771763,4.3089607,224.0,VSTM2L,V-set and transmembrane domain containing 2 like
232,51312,1.29e-09,1.3e-11,0.1726,6.76891,1.1680355,2862.83,SLC25A37,solute carrier family 25 member 37
233,134111,1.36e-09,1.38e-11,0.3383,6.76014,2.2871213,206.11,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1
234,101930048,1.62e-09,1.65e-11,0.5401,-6.734374,-3.6375073,52.13,LOC101930048,replaced by ID 101930053
235,3710,1.73e-09,1.76e-11,0.2727,6.724596,1.8341236,13180.98,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3"
236,115111,1.73e-09,1.77e-11,0.5262,-6.723703,-3.5378356,37347.78,SLC26A7,solute carrier family 26 member 7
237,23108,1.74e-09,1.8e-11,0.2088,6.721735,1.4035457,1147.49,RAP1GAP2,RAP1 GTPase activating protein 2
238,100128675,1.74e-09,1.79e-11,0.3903,6.722148,2.6238068,119.52,HPN-AS1,HPN antisense RNA 1
239,345651,1.76e-09,1.84e-11,0.6488,6.71846,4.3589045,40.22,ACTBL2,actin beta like 2
240,9630,1.76e-09,1.84e-11,0.3485,-6.717893,-2.34112,418.34,GNA14,G protein subunit alpha 14
241,27443,1.76e-09,1.84e-11,0.5392,-6.717887,-3.6223477,312.52,CECR2,CECR2 histone acetyl-lysine reader
242,51545,2.05e-09,2.15e-11,0.2376,6.69533,1.5908324,459.72,ZNF581,zinc finger protein 581
243,401145,2.09e-09,2.22e-11,0.2396,-6.691012,-1.6032574,1116.61,CCSER1,coiled-coil serine rich protein 1
244,10894,2.09e-09,2.23e-11,0.5434,-6.690347,-3.6353662,715.44,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
245,23467,2.09e-09,2.23e-11,0.3326,6.690396,2.2248924,958.27,NPTXR,neuronal pentraxin receptor
246,4147,2.1e-09,2.24e-11,0.3987,-6.689535,-2.6672789,7717.85,MATN2,matrilin 2
247,7802,2.3e-09,2.47e-11,0.2896,-6.675154,-1.933057,511.7,DNALI1,dynein axonemal light intermediate chain 1
248,1295,2.4e-09,2.59e-11,0.3119,6.668388,2.0799695,6560.98,COL8A1,collagen type VIII alpha 1 chain
249,201651,2.46e-09,2.66e-11,0.7435,-6.664191,-4.9550143,101.59,AADACP1,arylacetamide deacetylase pseudogene 1
250,105375443,2.64e-09,2.87e-11,0.2707,-6.653254,-1.8007321,78.53,LOC105375443,
251,27129,2.65e-09,2.9e-11,0.4496,-6.651652,-2.9906472,298.01,HSPB7,heat shock protein family B (small) member 7
252,2119,2.65e-09,2.89e-11,0.2867,6.651845,1.9072215,1996.03,ETV5,ETS variant transcription factor 5
253,105369782,2.67e-09,2.93e-11,0.4114,6.650149,2.7356169,301.71,LOC105369782,uncharacterized LOC105369782
254,8470,2.74e-09,3.02e-11,0.4345,-6.645437,-2.8873017,9833.53,SORBS2,sorbin and SH3 domain containing 2
255,105369187,2.88e-09,3.2e-11,0.8488,6.637234,5.6335758,32.88,LOC105369187,uncharacterized LOC105369187
256,23551,2.88e-09,3.19e-11,0.4802,6.63774,3.187518,361.7,RASD2,RASD family member 2
257,91584,2.99e-09,3.33e-11,0.1944,6.631147,1.289061,355.16,PLXNA4,plexin A4
258,3597,2.99e-09,3.35e-11,0.1646,6.630225,1.091265,3942.51,IL13RA1,interleukin 13 receptor subunit alpha 1
259,283358,3.1e-09,3.49e-11,0.421,6.624329,2.7885543,812.59,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3"
260,149998,3.25e-09,3.66e-11,0.6879,-6.617062,-4.5519165,89.21,LIPI,lipase I
261,107984325,3.33e-09,3.77e-11,0.5677,-6.612668,-3.7537247,46.37,LOC107984325,uncharacterized LOC107984325
262,747,3.37e-09,3.83e-11,0.2388,6.610562,1.5787164,169.16,DAGLA,diacylglycerol lipase alpha
263,105376910,3.47e-09,3.96e-11,0.855,6.605608,5.6481156,86.81,LOC105376910,uncharacterized LOC105376910
264,441501,3.53e-09,4.04e-11,0.4449,6.602573,2.9377243,172.02,LINC00891,long intergenic non-protein coding RNA 891
265,129804,3.58e-09,4.12e-11,0.2021,-6.59985,-1.3340555,1176.63,FBLN7,fibulin 7
266,54511,3.75e-09,4.33e-11,0.5196,-6.592158,-3.425551,32.0,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1
267,105374839,3.97e-09,4.6e-11,0.6246,-6.583326,-4.1119495,261.08,LOC105374839,
268,953,3.98e-09,4.63e-11,0.3792,6.582423,2.4960091,8982.43,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
269,4948,4.01e-09,4.69e-11,0.6508,-6.580512,-4.2824823,398.13,OCA2,OCA2 melanosomal transmembrane protein
270,728441,4.02e-09,4.71e-11,0.4717,6.579938,3.1037802,432.46,GGT2P,"gamma-glutamyltransferase 2, pseudogene"
271,64405,4.23e-09,4.97e-11,0.7095,6.571799,4.6630111,47.79,CDH22,cadherin 22
272,1999,4.29e-09,5.06e-11,0.4197,6.569138,2.7570296,1034.37,ELF3,E74 like ETS transcription factor 3
273,154796,4.52e-09,5.36e-11,0.2644,6.560666,1.7345468,2518.76,AMOT,angiomotin
274,105376003,4.55e-09,5.41e-11,0.9232,-6.559108,-6.0551548,85.87,LOC105376003,uncharacterized LOC105376003
275,81609,4.61e-09,5.5e-11,0.1235,6.556663,0.8096983,2875.26,SNX27,sorting nexin 27
276,55361,4.61e-09,5.53e-11,0.2934,6.556015,1.9236334,2333.67,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha
277,100506124,4.64e-09,5.58e-11,0.2189,-6.554646,-1.4346596,122.74,LOC100506124,uncharacterized LOC100506124
278,353189,5.2e-09,6.28e-11,0.6393,6.536908,4.1787975,243.08,SLCO4C1,solute carrier organic anion transporter family member 4C1
279,121551,5.23e-09,6.34e-11,0.3897,-6.535568,-2.5468185,1036.23,ABTB3,ankyrin repeat and BTB domain containing 3
280,29842,5.28e-09,6.43e-11,0.5356,-6.533367,-3.4990328,5916.89,TFCP2L1,transcription factor CP2 like 1
281,79444,5.28e-09,6.44e-11,0.9468,6.533206,6.1858777,117.83,BIRC7,baculoviral IAP repeat containing 7
282,1740,5.36e-09,6.56e-11,0.4076,-6.530365,-2.6615236,1423.2,DLG2,discs large MAGUK scaffold protein 2
283,57639,5.47e-09,6.72e-11,0.3082,-6.526773,-2.0117814,597.71,CCDC146,coiled-coil domain containing 146
284,526,5.58e-09,6.9e-11,0.1642,6.52275,1.0709776,5512.42,ATP6V1B2,ATPase H+ transporting V1 subunit B2
285,83481,5.58e-09,6.9e-11,0.3935,6.52276,2.5664121,1143.3,EPPK1,epiplakin 1
286,4883,6.11e-09,7.61e-11,0.5571,-6.50806,-3.6253846,1753.79,NPR3,natriuretic peptide receptor 3
287,6345,6.11e-09,7.6e-11,0.4432,6.508266,2.8841573,874.37,SRL,sarcalumenin
288,4628,6.4e-09,8e-11,0.2032,6.500568,1.3207849,5122.79,MYH10,myosin heavy chain 10
289,9980,6.56e-09,8.23e-11,0.1899,6.496368,1.2338478,1920.19,DOP1B,DOP1 leucine zipper like protein B
290,29118,6.72e-09,8.45e-11,0.409,-6.492323,-2.6555491,145.95,DDX25,DEAD-box helicase 25
291,10903,6.73e-09,8.5e-11,0.2297,6.491518,1.4909456,358.33,MTMR11,myotubularin related protein 11
292,105375387,6.88e-09,8.72e-11,0.7435,-6.487695,-4.8234439,37.78,LOC105375387,uncharacterized LOC105375387
293,1474,6.97e-09,8.86e-11,0.5426,6.485221,3.5190978,247.22,CST6,cystatin E/M
294,2065,7e-09,8.93e-11,0.4417,6.483969,2.8638427,2794.98,ERBB3,erb-b2 receptor tyrosine kinase 3
295,51704,7.05e-09,9.02e-11,0.2445,6.482443,1.5852517,2838.83,GPRC5B,G protein-coupled receptor class C group 5 member B
296,9699,7.53e-09,9.67e-11,0.629,6.471945,4.0707472,152.72,RIMS2,regulating synaptic membrane exocytosis 2
297,144165,7.91e-09,1.02e-10,0.2236,6.464003,1.4454299,2459.22,PRICKLE1,prickle planar cell polarity protein 1
298,145741,7.96e-09,1.03e-10,0.7348,6.462603,4.7486738,166.61,C2CD4A,C2 calcium dependent domain containing 4A
299,83648,8.12e-09,1.05e-10,0.4679,-6.459005,-3.0221044,1766.57,FAM167A,family with sequence similarity 167 member A
300,23348,8.37e-09,1.09e-10,0.2519,6.453881,1.6259089,13313.91,DOCK9,dedicator of cytokinesis 9
301,105369812,8.58e-09,1.12e-10,0.6552,6.449748,4.2260804,389.46,LOC105369812,uncharacterized LOC105369812
302,7378,8.84e-09,1.16e-10,0.4184,6.444355,2.6964357,820.69,UPP1,uridine phosphorylase 1
303,157638,8.84e-09,1.16e-10,0.1896,6.444238,1.2217039,2196.45,LRATD2,LRAT domain containing 2
304,23250,9.41e-09,1.24e-10,0.2751,6.434269,1.7700667,6500.54,ATP11A,ATPase phospholipid transporting 11A
305,54757,9.81e-09,1.3e-10,0.1081,6.427298,0.6947364,6874.67,FAM20A,FAM20A golgi associated secretory pathway pseudokinase
306,219699,1.01e-08,1.34e-10,0.3765,6.422477,2.4180963,1375.32,UNC5B,unc-5 netrin receptor B
307,203,1.01e-08,1.35e-10,0.2546,6.421341,1.635028,1482.78,AK1,adenylate kinase 1
308,93273,1.07e-08,1.43e-10,0.5256,6.413075,3.3709275,135.14,LEMD1,LEM domain containing 1
309,100129129,1.07e-08,1.43e-10,0.8364,-6.41259,-5.3634906,29.97,TDH-AS1,TDH antisense RNA 1
310,100132741,1.11e-08,1.49e-10,0.4523,6.406731,2.8976473,173.26,LOC100132741,uncharacterized LOC100132741
311,4665,1.18e-08,1.6e-10,0.3997,6.395965,2.5564331,1943.97,NAB2,NGFI-A binding protein 2
312,8404,1.19e-08,1.61e-10,0.2357,-6.394526,-1.5072263,3808.36,SPARCL1,SPARC like 1
313,101954266,1.2e-08,1.62e-10,0.3218,-6.39333,-2.0575463,88.91,RNVU1-14,"RNA, variant U1 small nuclear 14"
314,117144,1.2e-08,1.63e-10,0.5605,6.392781,3.5833015,18.83,CATSPER1,cation channel sperm associated 1
315,79785,1.3e-08,1.78e-10,0.8048,-6.379442,-5.1342332,154.74,RERGL,RERG like
316,105374121,1.41e-08,1.93e-10,0.3967,-6.366612,-2.5257994,339.83,LOC105374121,uncharacterized LOC105374121
317,100189071,1.43e-08,1.96e-10,0.574,-6.364374,-3.6533235,249.73,TRI-AAT2-1,tRNA-Ile (anticodon AAT) 2-1
318,8654,1.47e-08,2.04e-10,0.4306,6.358418,2.7376307,14942.08,PDE5A,phosphodiesterase 5A
319,107986433,1.47e-08,2.05e-10,0.4638,6.357627,2.9485399,44.19,LOC107986433,uncharacterized LOC107986433
320,60401,1.47e-08,2.03e-10,0.2268,6.359239,1.4423309,695.79,EDA2R,ectodysplasin A2 receptor
321,340533,1.47e-08,2.04e-10,0.3286,-6.358435,-2.0891849,129.72,NEXMIF,neurite extension and migration factor
322,55859,1.47e-08,2.05e-10,0.6067,-6.357537,-3.8573414,152.01,BEX1,brain expressed X-linked 1
323,101929743,1.51e-08,2.11e-10,0.6507,-6.353081,-4.134245,95.24,LINC01586,long intergenic non-protein coding RNA 1586
324,22925,1.55e-08,2.18e-10,0.6239,-6.347897,-3.9602339,15459.77,PLA2R1,phospholipase A2 receptor 1
325,440934,1.67e-08,2.35e-10,0.7661,-6.336455,-4.8546047,28.24,CT75,cancer/testis associated transcript 75
326,4653,1.7e-08,2.4e-10,1.0275,-6.333029,-6.5071159,204.16,MYOC,myocilin
327,55561,1.71e-08,2.43e-10,0.315,6.331311,1.9946757,885.81,CDC42BPG,CDC42 binding protein kinase gamma
328,105375655,1.72e-08,2.45e-10,0.3609,-6.329881,-2.284219,369.63,LOC105375655,uncharacterized LOC105375655
329,105370414,1.74e-08,2.49e-10,0.757,-6.327865,-4.7904039,96.61,LINC02286,long intergenic non-protein coding RNA 2286
330,105373895,1.98e-08,2.83e-10,0.7602,-6.307693,-4.7949302,54.47,LOC105373895,uncharacterized LOC105373895
331,164045,2.08e-08,2.98e-10,0.4388,-6.299607,-2.7642995,433.78,HFM1,helicase for meiosis 1
332,58480,2.11e-08,3.04e-10,0.2535,6.296798,1.5961642,2410.69,RHOU,ras homolog family member U
333,120,2.15e-08,3.1e-10,0.1501,-6.29351,-0.9446393,6112.72,ADD3,adducin 3
334,729171,2.22e-08,3.23e-10,0.7133,-6.28744,-4.4848884,154.58,ANKRD20A8P,"ankyrin repeat domain 20 family member A8, pseudogene"
335,55789,2.22e-08,3.23e-10,0.5139,6.28723,3.2310294,594.83,DEPDC1B,DEP domain containing 1B
336,2914,2.4e-08,3.5e-10,0.8277,6.274775,5.1936644,101.7,GRM4,glutamate metabotropic receptor 4
337,5324,2.45e-08,3.58e-10,0.3176,6.271495,1.9916632,1223.61,PLAG1,PLAG1 zinc finger
338,8189,2.46e-08,3.6e-10,0.1267,6.27047,0.7947485,2138.85,SYMPK,symplekin scaffold protein
339,1301,2.49e-08,3.66e-10,0.9682,6.267779,6.0685407,527.5,COL11A1,collagen type XI alpha 1 chain
340,92521,2.62e-08,3.87e-10,0.2614,6.25923,1.6361301,1597.98,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1
341,26034,2.75e-08,4.06e-10,0.5506,-6.251522,-3.442368,3044.49,IPCEF1,interaction protein for cytohesin exchange factors 1
342,101929043,2.76e-08,4.09e-10,0.602,-6.250659,-3.7627137,207.38,DLG2-AS2,DLG2 antisense RNA 2
343,1848,2.77e-08,4.12e-10,0.3975,6.249326,2.4843458,7142.47,DUSP6,dual specificity phosphatase 6
344,133690,2.82e-08,4.21e-10,0.8724,-6.246197,-5.4492665,42.77,CAPSL,calcyphosine like
345,105373480,2.82e-08,4.22e-10,1.1878,-6.245555,-7.4182463,24.78,LOC105373480,uncharacterized LOC105373480
346,11022,2.9e-08,4.36e-10,0.1795,6.240673,1.1203751,907.45,TDRKH,tudor and KH domain containing
347,948,2.92e-08,4.39e-10,0.4426,-6.239394,-2.7614399,2172.68,CD36,CD36 molecule
348,90407,2.99e-08,4.51e-10,0.1825,6.235263,1.1376559,1035.85,TMEM41A,transmembrane protein 41A
349,1855,3.05e-08,4.63e-10,0.3093,6.231075,1.9271076,1320.41,DVL1,dishevelled segment polarity protein 1
350,2679,3.05e-08,4.62e-10,0.4747,6.231341,2.9583007,166.24,GGT3P,gamma-glutamyltransferase 3 pseudogene
351,23513,3.06e-08,4.65e-10,0.174,6.230415,1.0838454,1083.29,SCRIB,scribble planar cell polarity protein
352,116985,3.12e-08,4.76e-10,0.1724,6.226875,1.073587,4726.64,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
353,107987078,3.22e-08,4.94e-10,0.8394,-6.221138,-5.2222212,40.81,LOC107987078,uncharacterized LOC107987078
354,84978,3.24e-08,4.98e-10,0.6718,6.219752,4.1785299,963.47,FRMD5,FERM domain containing 5
355,130132,3.32e-08,5.11e-10,0.2001,-6.21565,-1.2440334,232.96,RFTN2,raftlin family member 2
356,22941,3.43e-08,5.3e-10,0.3553,-6.209883,-2.206249,1351.82,SHANK2,SH3 and multiple ankyrin repeat domains 2
357,25802,4e-08,6.2e-10,0.4396,-6.185357,-2.7188895,1097.9,LMOD1,leiomodin 1
358,27330,4.04e-08,6.27e-10,0.4164,-6.183374,-2.5744813,1225.82,RPS6KA6,ribosomal protein S6 kinase A6
359,100302235,4.22e-08,6.58e-10,1.0142,-6.175752,-6.2633854,54.99,MIR1179,microRNA 1179
360,11237,4.22e-08,6.57e-10,0.2665,6.17614,1.6459856,1754.18,RNF24,ring finger protein 24
361,80332,4.25e-08,6.66e-10,0.3797,-6.173958,-2.344373,84.19,ADAM33,ADAM metallopeptidase domain 33
362,596,4.36e-08,6.85e-10,0.2401,-6.16949,-1.4815345,4964.95,BCL2,BCL2 apoptosis regulator
363,54626,4.41e-08,6.94e-10,0.9344,6.167342,5.7629395,21.72,HES2,hes family bHLH transcription factor 2
364,53942,4.62e-08,7.29e-10,0.7423,-6.159707,-4.5725851,323.66,CNTN5,contactin 5
365,79937,4.63e-08,7.33e-10,0.4863,-6.158713,-2.9951238,134.87,CNTNAP3,contactin associated protein family member 3
366,105373869,4.69e-08,7.46e-10,0.771,6.156075,4.7462726,64.17,LINC01614,long intergenic non-protein coding RNA 1614
367,80036,4.69e-08,7.46e-10,0.6289,-6.15592,-3.8712678,200.21,TRPM3,transient receptor potential cation channel subfamily M member 3
368,90231,4.75e-08,7.6e-10,0.1945,6.153015,1.1969705,1080.89,KIAA2013,KIAA2013
369,4320,4.75e-08,7.59e-10,0.5949,6.153213,3.6602675,169.4,MMP11,matrix metallopeptidase 11
370,107985164,4.79e-08,7.69e-10,0.842,-6.15127,-5.1791258,93.0,LOC107985164,uncharacterized LOC107985164
371,9024,5.07e-08,8.15e-10,0.3089,-6.141927,-1.8971608,62.8,BRSK2,BR serine/threonine kinase 2
372,8987,5.09e-08,8.21e-10,0.2064,6.140827,1.2672526,178.45,STBD1,starch binding domain 1
373,1889,5.11e-08,8.27e-10,0.2552,6.139625,1.5666689,5397.53,ECE1,endothelin converting enzyme 1
374,2159,5.11e-08,8.29e-10,0.4299,-6.139325,-2.6394086,47.65,F10,coagulation factor X
375,3135,5.46e-08,8.89e-10,0.7945,6.128235,4.8691505,230.1,HLA-G,"major histocompatibility complex, class I, G"
376,10076,5.68e-08,9.26e-10,0.3708,6.121741,2.2698285,1045.67,PTPRU,protein tyrosine phosphatase receptor type U
377,101930053,5.73e-08,9.37e-10,0.58,-6.119808,-3.5497706,90.68,LOC101930053,uncharacterized LOC101930053
378,164832,5.94e-08,9.74e-10,0.3804,6.11365,2.3257612,5708.87,LONRF2,LON peptidase N-terminal domain and ring finger 2
379,3776,5.95e-08,9.77e-10,0.4083,-6.113112,-2.4958628,562.03,KCNK2,potassium two pore domain channel subfamily K member 2
380,23474,6.28e-08,1.03e-09,0.3607,6.10398,2.2014175,479.82,ETHE1,ETHE1 persulfide dioxygenase
381,93010,6.52e-08,1.08e-09,0.3389,6.09755,2.0664828,220.45,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
382,55728,6.54e-08,1.08e-09,0.1822,-6.096524,-1.1109496,1960.92,N4BP2,NEDD4 binding protein 2
383,105375761,6.61e-08,1.1e-09,1.2868,6.094402,7.8424622,36.74,LOC105375761,uncharacterized LOC105375761
384,84676,6.66e-08,1.11e-09,1.2423,6.092414,7.5683158,30.45,TRIM63,tripartite motif containing 63
385,83875,6.66e-08,1.11e-09,0.2527,-6.092595,-1.5396824,252.82,BCO2,beta-carotene oxygenase 2
386,8560,6.68e-08,1.12e-09,0.1787,6.091267,1.0887223,3001.01,DEGS1,"delta 4-desaturase, sphingolipid 1"
387,4753,6.68e-08,1.12e-09,0.4374,6.091084,2.6641883,4964.46,NELL2,neural EGFL like 2
388,7123,6.7e-08,1.13e-09,0.2314,-6.09025,-1.4090348,395.86,CLEC3B,C-type lectin domain family 3 member B
389,80019,6.8e-08,1.15e-09,0.2653,6.087385,1.6148675,197.63,UBTD1,ubiquitin domain containing 1
390,114880,6.94e-08,1.17e-09,0.2835,-6.083753,-1.7247766,179.31,OSBPL6,oxysterol binding protein like 6
391,10891,7.14e-08,1.21e-09,0.3325,-6.078362,-2.0209443,2835.14,PPARGC1A,PPARG coactivator 1 alpha
392,80177,7.14e-08,1.21e-09,0.2696,-6.078767,-1.6388269,509.21,MYCT1,MYC target 1
393,5669,7.2e-08,1.23e-09,0.9572,6.07667,5.8164447,94.77,PSG1,pregnancy specific beta-1-glycoprotein 1
394,256987,7.39e-08,1.26e-09,0.1649,6.072078,1.0014185,3245.34,SERINC5,serine incorporator 5
395,64073,7.93e-08,1.36e-09,0.5467,6.060389,3.3132109,164.42,C19orf33,chromosome 19 open reading frame 33
396,1770,7.98e-08,1.37e-09,0.4271,-6.05901,-2.5879347,121.75,DNAH9,dynein axonemal heavy chain 9
397,105379077,8.03e-08,1.38e-09,0.8613,-6.057465,-5.2171105,40.7,LOC105379077,uncharacterized LOC105379077
398,23139,8.44e-08,1.46e-09,0.1815,6.049159,1.0978503,1578.61,MAST2,microtubule associated serine/threonine kinase 2
399,112268061,8.47e-08,1.46e-09,0.3768,6.048229,2.2789625,367.98,LOC112268061,uncharacterized LOC112268061
400,127003,8.49e-08,1.47e-09,0.3608,-6.047118,-2.1815549,63.0,CFAP276,cilia and flagella associated protein 276
401,1108,8.49e-08,1.48e-09,0.1718,6.046996,1.038601,12147.91,CHD4,chromodomain helicase DNA binding protein 4
402,100422894,9.02e-08,1.58e-09,0.8111,6.035921,4.8957618,83.96,MIR4260,microRNA 4260
403,101928268,9.02e-08,1.58e-09,0.4204,6.036127,2.5375739,217.0,LOC101928268,
404,340595,9.02e-08,1.58e-09,1.0382,6.036059,6.2666799,92.26,RTL4,retrotransposon Gag like 4
405,56899,9.05e-08,1.59e-09,0.3289,-6.035106,-1.9848065,1556.81,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
406,9075,9.12e-08,1.61e-09,0.5537,6.033397,3.3405715,81.45,CLDN2,claudin 2
407,105378737,9.55e-08,1.68e-09,0.4793,-6.025637,-2.887913,158.01,LOC105378737,uncharacterized LOC105378737
408,102724744,9.6e-08,1.7e-09,0.5762,-6.024323,-3.4712854,38.93,LOC102724744,uncharacterized LOC102724744
409,23052,9.61e-08,1.7e-09,0.3285,6.023809,1.9787641,4036.56,ENDOD1,endonuclease domain containing 1
410,127343,1.03e-07,1.83e-09,1.0992,6.011786,6.6078997,38.84,DMBX1,diencephalon/mesencephalon homeobox 1
411,344148,1.03e-07,1.83e-09,0.2565,-6.01253,-1.5419572,183.01,NCKAP5,NCK associated protein 5
412,54769,1.03e-07,1.83e-09,0.6283,-6.011813,-3.7773526,148.57,DIRAS2,DIRAS family GTPase 2
413,23381,1.04e-07,1.86e-09,0.1625,6.009967,0.9768246,3675.13,SMG5,SMG5 nonsense mediated mRNA decay factor
414,8879,1.09e-07,1.96e-09,0.1697,6.00068,1.0182452,6392.35,SGPL1,sphingosine-1-phosphate lyase 1
415,107983976,1.13e-07,2.04e-09,0.405,-5.994733,-2.4279043,363.0,LOC107983976,uncharacterized LOC107983976
416,6332,1.19e-07,2.15e-09,0.6451,-5.986273,-3.8617402,165.18,SCN7A,sodium voltage-gated channel alpha subunit 7
417,105370158,1.19e-07,2.15e-09,0.9811,5.985893,5.8728042,23.27,LINC02343,long intergenic non-protein coding RNA 2343
418,57161,1.2e-07,2.17e-09,0.3026,-5.984529,-1.8111415,1112.98,PELI2,pellino E3 ubiquitin protein ligase family member 2
419,7264,1.2e-07,2.18e-09,0.2113,5.983542,1.2644119,734.89,GFUS,GDP-L-fucose synthase
420,101669762,1.22e-07,2.22e-09,0.3081,5.980946,1.8428881,355.12,BLACAT1,BLACAT1 overlapping LEMD1 locus
421,100874111,1.22e-07,2.23e-09,0.2774,5.980341,1.6588953,79.66,STEAP3-AS1,STEAP3 antisense RNA 1
422,112268047,1.23e-07,2.25e-09,0.5566,5.978929,3.3280634,78.47,LOC112268047,
423,56034,1.25e-07,2.3e-09,0.2205,5.975205,1.3173013,2357.41,PDGFC,platelet derived growth factor C
424,3675,1.25e-07,2.3e-09,0.395,5.974929,2.3603225,12158.85,ITGA3,integrin subunit alpha 3
425,1733,1.29e-07,2.38e-09,0.7302,-5.969722,-4.3591683,1836.45,DIO1,iodothyronine deiodinase 1
426,220,1.33e-07,2.46e-09,0.6021,5.964147,3.5908224,583.69,ALDH1A3,aldehyde dehydrogenase 1 family member A3
427,25902,1.34e-07,2.49e-09,0.3131,5.962393,1.8667517,1660.51,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
428,157739,1.4e-07,2.6e-09,0.6689,-5.955338,-3.9836779,43.33,TDH,L-threonine dehydrogenase (pseudogene)
429,102724579,1.41e-07,2.62e-09,0.631,-5.953976,-3.7572003,96.07,LOC102724579,uncharacterized LOC102724579
430,130106,1.48e-07,2.75e-09,0.6357,-5.94578,-3.7796881,29.62,CIB4,calcium and integrin binding family member 4
431,84125,1.48e-07,2.77e-09,0.4243,-5.944914,-2.5223685,220.29,LRRIQ1,leucine rich repeats and IQ motif containing 1
432,51705,1.49e-07,2.78e-09,0.3052,-5.94391,-1.8140186,887.27,EMCN,endomucin
433,9966,1.55e-07,2.91e-09,0.3605,5.936826,2.1403973,603.56,TNFSF15,TNF superfamily member 15
434,64928,1.56e-07,2.93e-09,0.2471,5.935627,1.4668616,763.76,MRPL14,mitochondrial ribosomal protein L14
435,100505474,1.56e-07,2.94e-09,0.779,-5.934959,-4.6232479,165.66,LINC01539,long intergenic non-protein coding RNA 1539
436,105370846,1.59e-07,3e-09,0.3215,-5.931553,-1.9067047,160.74,LOC105370846,uncharacterized LOC105370846
437,23221,1.59e-07,3.01e-09,0.1613,5.930948,0.9566372,2415.07,RHOBTB2,Rho related BTB domain containing 2
438,2066,1.61e-07,3.07e-09,0.4015,-5.928042,-2.3798534,854.76,ERBB4,erb-b2 receptor tyrosine kinase 4
439,202559,1.62e-07,3.09e-09,0.4627,-5.92695,-2.7424789,1219.86,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2"
440,84059,1.63e-07,3.11e-09,0.7806,-5.925474,-4.6252369,3631.97,ADGRV1,adhesion G protein-coupled receptor V1
441,2059,1.68e-07,3.21e-09,0.2855,5.920421,1.6902385,3501.96,EPS8,epidermal growth factor receptor pathway substrate 8
442,107987187,1.79e-07,3.42e-09,0.8386,-5.909898,-4.9562127,82.79,LOC107987187,uncharacterized LOC107987187
443,107986407,1.87e-07,3.6e-09,1.2105,5.901808,7.1442193,13.67,MARCHF11-AS1,MARCHF11 antisense RNA 1
444,23612,1.89e-07,3.64e-09,0.3288,5.899554,1.9400117,882.91,PHLDA3,pleckstrin homology like domain family A member 3
445,105375760,1.89e-07,3.65e-09,0.8857,5.899406,5.2248237,36.08,LOC105375760,uncharacterized LOC105375760
446,11189,1.95e-07,3.77e-09,0.1391,5.893895,0.8198002,541.34,CELF3,CUGBP Elav-like family member 3
