ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202205_at	0.00136289	1.41e-05	8.65	3.6955	4.62e-01	VASP	vasodilator-stimulated phosphoprotein
206958_s_at	0.00136894	1.42e-05	-8.64	3.68662	-5.97e-01	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
204490_s_at	0.00140514	1.46e-05	8.60	3.65579	5.71e-01	CD44	CD44 molecule (Indian blood group)
214433_s_at	0.00140819	1.47e-05	-8.60	3.64923	-1.10	SELENBP1	selenium binding protein 1
207761_s_at	0.00142107	1.49e-05	-8.58	3.63567	-9.75e-01	METTL7A	methyltransferase like 7A
208965_s_at	0.00143182	1.51e-05	8.57	3.6237	9.50e-01	IFI16	interferon gamma inducible protein 16
206453_s_at	0.00144102	1.53e-05	-8.56	3.61289	-6.08e-01	NDRG2	NDRG family member 2
211534_x_at	0.00144296	1.54e-05	-8.55	3.60515	-6.56e-01	PTPRN2	protein tyrosine phosphatase, receptor type N2
209933_s_at	0.00144296	1.55e-05	8.54	3.60044	6.39e-01	CD300A	CD300a molecule
203812_at	0.00144296	1.55e-05	-8.54	3.59871	-6.78e-01	SLIT3	slit guidance ligand 3
212141_at	0.00145013	1.57e-05	8.53	3.5862	7.76e-01	MCM4	minichromosome maintenance complex component 4
221269_s_at	0.00145013	1.57e-05	8.53	3.58523	8.09e-01	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
214030_at	0.0014607	1.59e-05	-8.52	3.57366	-5.96e-01	CRYBG3	crystallin beta-gamma domain containing 3
213997_at	0.00146696	1.61e-05	-8.50	3.55648	-6.14e-01	FAM189A1	family with sequence similarity 189 member A1
215643_at	0.00146696	1.62e-05	-8.49	3.55331	-5.11e-01	SEMA3D	semaphorin 3D
202993_at	0.00146696	1.62e-05	-8.49	3.55242	-4.09e-01	ILVBL	ilvB acetolactate synthase like
219999_at	0.00146696	1.62e-05	-8.49	3.55135	-5.23e-01	MAN2A2	mannosidase alpha class 2A member 2
203388_at	0.00146696	1.63e-05	8.49	3.54576	5.56e-01	ARRB2	arrestin beta 2
204352_at	0.00146696	1.63e-05	8.48	3.54446	4.52e-01	TRAF5	TNF receptor associated factor 5
205051_s_at	0.00147805	1.65e-05	-8.47	3.53272	-1.19	KIT	KIT proto-oncogene receptor tyrosine kinase
206912_at	0.00148638	1.69e-05	-8.45	3.50982	-1.31	FOXE1	forkhead box E1
202311_s_at	0.00148638	1.69e-05	8.45	3.50727	1.13	COL1A1	collagen type I alpha 1 chain
205164_at	0.00148638	1.70e-05	-8.44	3.50553	-9.37e-01	GCAT	glycine C-acetyltransferase
201664_at	0.00148638	1.70e-05	8.44	3.50307	5.00e-01	SMC4	structural maintenance of chromosomes 4
204620_s_at	0.00148638	1.70e-05	8.44	3.50194	1.25	VCAN	versican
204286_s_at	0.00148638	1.70e-05	8.44	3.50137	1.16	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
219310_at	0.00148638	1.71e-05	-8.44	3.49885	-5.49e-01	SYNDIG1	synapse differentiation inducing 1
209470_s_at	0.00153374	1.77e-05	-8.40	3.46301	-6.94e-01	GPM6A	glycoprotein M6A
204689_at	0.0015383	1.79e-05	-8.39	3.45238	-9.54e-01	HHEX	hematopoietically expressed homeobox
221834_at	0.0015383	1.79e-05	-8.39	3.45212	-7.85e-01	LOC100507577///LONP2	uncharacterized LOC100507577///lon peptidase 2, peroxisomal
208002_s_at	0.00156583	1.83e-05	8.36	3.43016	7.12e-01	ACOT7	acyl-CoA thioesterase 7
205236_x_at	0.00156842	1.84e-05	-8.36	3.42457	-4.77e-01	SOD3	superoxide dismutase 3, extracellular
48031_r_at	0.00160293	1.88e-05	-8.33	3.39854	-5.60e-01	FAXDC2	fatty acid hydroxylase domain containing 2
203638_s_at	0.00160491	1.89e-05	-8.33	3.39341	-1.74	FGFR2	fibroblast growth factor receptor 2
221990_at	0.0016323	1.93e-05	-8.30	3.37232	-1.30	PAX8	paired box 8
209737_at	0.00164804	1.96e-05	-8.29	3.35871	-7.00e-01	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
202870_s_at	0.00165419	1.97e-05	8.28	3.35108	1.12	CDC20	cell division cycle 20
218755_at	0.00166409	1.99e-05	8.27	3.34119	1.25	KIF20A	kinesin family member 20A
213307_at	0.00168185	2.02e-05	-8.26	3.32657	-5.29e-01	SHANK2	SH3 and multiple ankyrin repeat domains 2
213186_at	0.00169971	2.05e-05	-8.24	3.31201	-4.60e-01	DZIP3	DAZ interacting zinc finger protein 3
215933_s_at	0.00170526	2.07e-05	-8.23	3.30123	-1.08	HHEX	hematopoietically expressed homeobox
212013_at	0.00170526	2.07e-05	8.23	3.30114	1.04	PXDN	peroxidasin
203391_at	0.00171776	2.10e-05	-8.22	3.28995	-5.20e-01	FKBP2	FK506 binding protein 2
201588_at	0.00173486	2.13e-05	-8.20	3.27517	-5.35e-01	TXNL1	thioredoxin like 1
221135_s_at	0.00173486	2.13e-05	-8.20	3.27239	-4.38e-01	ASTE1	asteroid homolog 1 (Drosophila)
203516_at	0.00173657	2.14e-05	-8.20	3.26767	-6.21e-01	SNTA1	syntrophin alpha 1
204793_at	0.00174246	2.16e-05	-8.19	3.25895	-1.13	GPRASP1	G protein-coupled receptor associated sorting protein 1
210788_s_at	0.00174246	2.17e-05	-8.19	3.25683	-4.31e-01	DHRS7	dehydrogenase/reductase 7
210194_at	0.00175406	2.19e-05	-8.17	3.24368	-5.87e-01	PLA2R1	phospholipase A2 receptor 1
220306_at	0.00175406	2.20e-05	-8.17	3.24273	-4.35e-01	FAM46C	family with sequence similarity 46 member C
210967_x_at	0.00176427	2.22e-05	8.16	3.23316	5.33e-01	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
206702_at	0.0017962	2.27e-05	-8.14	3.21124	-6.05e-01	TEK	TEK receptor tyrosine kinase
212481_s_at	0.00184497	2.34e-05	8.11	3.18003	7.80e-01	TPM4	tropomyosin 4
201413_at	0.00184497	2.34e-05	-8.10	3.17666	-4.81e-01	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
218009_s_at	0.00184843	2.36e-05	8.10	3.17115	9.94e-01	PRC1	protein regulator of cytokinesis 1
220088_at	0.00186107	2.38e-05	8.09	3.16061	4.93e-01	C5AR1	complement component 5a receptor 1
217940_s_at	0.00186707	2.40e-05	-8.08	3.15353	-5.08e-01	NAXD	NAD(P)HX dehydratase
217414_x_at	0.00186707	2.41e-05	-8.08	3.14947	-1.94	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
218730_s_at	0.00186707	2.41e-05	-8.07	3.14612	-4.90e-01	OGN	osteoglycin
220175_s_at	0.00186707	2.42e-05	-8.07	3.14309	-4.00e-01	CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1	COBW domain containing 7///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1
213263_s_at	0.00187172	2.44e-05	-8.06	3.13703	-4.07e-01	PCBP2	poly(rC) binding protein 2
65630_at	0.00189237	2.48e-05	-8.05	3.12077	-5.17e-01	TMEM80	transmembrane protein 80
212914_at	0.00189237	2.49e-05	-8.04	3.1128	-1.08	CBX7	chromobox 7
209447_at	0.00189237	2.50e-05	-8.04	3.11249	-6.85e-01	SYNE1	spectrin repeat containing nuclear envelope protein 1
209324_s_at	0.00189237	2.50e-05	-8.04	3.11183	-1.02	RGS16	regulator of G-protein signaling 16
219951_s_at	0.00190764	2.53e-05	-8.02	3.09861	-5.88e-01	DZANK1	double zinc ribbon and ankyrin repeat domains 1
205249_at	0.00190764	2.53e-05	-8.02	3.09669	-1.16	EGR2	early growth response 2
211941_s_at	0.00191059	2.55e-05	-8.02	3.09167	-6.09e-01	PEBP1	phosphatidylethanolamine binding protein 1
220927_s_at	0.0019554	2.62e-05	-7.99	3.06455	-6.61e-01	HPSE2	heparanase 2 (inactive)
217691_x_at	0.0019702	2.65e-05	7.98	3.05265	9.42e-01	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3
204718_at	0.0019702	2.66e-05	-7.97	3.04547	-5.05e-01	EPHB6	EPH receptor B6
216733_s_at	0.0019702	2.66e-05	-7.97	3.04546	-9.20e-01	GATM	glycine amidinotransferase
200660_at	0.0019702	2.67e-05	7.97	3.04321	7.08e-01	S100A11	S100 calcium binding protein A11
218039_at	0.00197031	2.68e-05	7.97	3.03977	9.73e-01	NUSAP1	nucleolar and spindle associated protein 1
211562_s_at	0.00198284	2.71e-05	-7.96	3.02925	-6.12e-01	LMOD1	leiomodin 1
203682_s_at	0.00198284	2.71e-05	-7.95	3.02656	-5.76e-01	IVD	isovaleryl-CoA dehydrogenase
43427_at	0.00202016	2.77e-05	-7.93	3.00415	-6.31e-01	ACACB	acetyl-CoA carboxylase beta
215047_at	0.00203702	2.81e-05	-7.92	2.99231	-7.47e-01	TRIM58	tripartite motif containing 58
219148_at	0.00203802	2.82e-05	7.91	2.98848	8.25e-01	PBK	PDZ binding kinase
212014_x_at	0.00204979	2.84e-05	7.91	2.97928	5.05e-01	CD44	CD44 molecule (Indian blood group)
214163_at	0.00205036	2.85e-05	-7.90	2.97568	-4.48e-01	HSPB11	heat shock protein family B (small) member 11
221485_at	0.00206461	2.88e-05	7.89	2.9653	4.23e-01	B4GALT5	beta-1,4-galactosyltransferase 5
203755_at	0.002087	2.92e-05	7.88	2.95098	7.61e-01	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
210819_x_at	0.00208878	2.93e-05	-7.87	2.94683	-5.04e-01	DIO2	deiodinase, iodothyronine, type II
209956_s_at	0.00210269	2.98e-05	-7.86	2.93021	-7.26e-01	CAMK2B	calcium/calmodulin dependent protein kinase II beta
203117_s_at	0.00210269	2.99e-05	-7.85	2.92799	-5.33e-01	PAN2	PAN2 poly(A) specific ribonuclease subunit
205139_s_at	0.00210269	2.99e-05	-7.85	2.92745	-5.59e-01	UST	uronyl 2-sulfotransferase
213664_at	0.00210269	2.99e-05	-7.85	2.92703	-9.55e-01	SLC1A1	solute carrier family 1 member 1
207415_at	0.00211899	3.04e-05	-7.84	2.91197	-5.97e-01	PLA2R1	phospholipase A2 receptor 1
209900_s_at	0.00211899	3.04e-05	7.84	2.91192	7.23e-01	SLC16A1	solute carrier family 16 member 1
205160_at	0.00211899	3.04e-05	-7.84	2.90949	-7.01e-01	PEX11A	peroxisomal biogenesis factor 11 alpha
210776_x_at	0.00212038	3.05e-05	7.83	2.90562	4.62e-01	TCF3	transcription factor 3
210006_at	0.00212573	3.08e-05	-7.83	2.89833	-5.26e-01	ABHD14A///ACY1	abhydrolase domain containing 14A///aminoacylase 1
210473_s_at	0.00212573	3.09e-05	-7.82	2.89524	-5.28e-01	ADGRA3	adhesion G protein-coupled receptor A3
209398_at	0.00212573	3.09e-05	-7.82	2.89247	-5.98e-01	HIST1H1C	histone cluster 1, H1c
208140_s_at	0.00212573	3.11e-05	-7.81	2.88607	-4.22e-01	DRC3	dynein regulatory complex subunit 3
205339_at	0.00212573	3.13e-05	7.81	2.88059	4.62e-01	STIL	SCL/TAL1 interrupting locus
217779_s_at	0.00212573	3.14e-05	-7.80	2.8774	-4.22e-01	PNRC2	proline rich nuclear receptor coactivator 2
207643_s_at	0.00212573	3.14e-05	7.80	2.87714	4.18e-01	TNFRSF1A	TNF receptor superfamily member 1A
203761_at	0.00212573	3.15e-05	7.80	2.87508	6.73e-01	SLA	Src-like-adaptor
213071_at	0.00212573	3.15e-05	-7.80	2.87472	-1.16	DPT	dermatopontin
200783_s_at	0.00214458	3.19e-05	7.79	2.86093	7.14e-01	STMN1	stathmin 1
202744_at	0.00214458	3.21e-05	-7.78	2.85603	-6.87e-01	SLC20A2	solute carrier family 20 member 2
212843_at	0.00214458	3.22e-05	-7.78	2.8513	-8.97e-01	NCAM1	neural cell adhesion molecule 1
213746_s_at	0.00214458	3.23e-05	7.78	2.84956	6.81e-01	FLNA	filamin A
205549_at	0.00214458	3.23e-05	-7.78	2.84929	-1.58	PCP4	Purkinje cell protein 4
221539_at	0.00214458	3.23e-05	7.78	2.84721	8.34e-01	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
203764_at	0.00214789	3.26e-05	7.77	2.83918	9.23e-01	DLGAP5	DLG associated protein 5
203085_s_at	0.00214789	3.27e-05	7.77	2.83686	8.17e-01	TGFB1	transforming growth factor beta 1
213924_at	0.00214789	3.27e-05	-7.76	2.83634	-7.80e-01	GNAL	G protein subunit alpha L
206108_s_at	0.00214789	3.28e-05	7.76	2.8335	5.46e-01	SRSF6	serine and arginine rich splicing factor 6
210299_s_at	0.00215223	3.31e-05	-7.75	2.82459	-8.68e-01	FHL1	four and a half LIM domains 1
204215_at	0.00215223	3.32e-05	-7.75	2.82135	-4.43e-01	TMEM243	transmembrane protein 243
218308_at	0.00215223	3.32e-05	7.75	2.81979	6.38e-01	TACC3	transforming acidic coiled-coil containing protein 3
209172_s_at	0.00215223	3.32e-05	7.75	2.81944	6.70e-01	CENPF	centromere protein F
219947_at	0.00215336	3.34e-05	7.74	2.81317	5.65e-01	CLEC4A	C-type lectin domain family 4 member A
201231_s_at	0.00215336	3.34e-05	7.74	2.81296	4.80e-01	ENO1	enolase 1
207069_s_at	0.00215435	3.36e-05	-7.74	2.80694	-9.99e-01	SMAD6	SMAD family member 6
218115_at	0.00215435	3.36e-05	7.74	2.80658	7.16e-01	ASF1B	anti-silencing function 1B histone chaperone
212543_at	0.0021652	3.39e-05	7.73	2.79802	6.23e-01	AIM1	absent in melanoma 1
209835_x_at	0.0021652	3.40e-05	7.72	2.79556	4.92e-01	CD44	CD44 molecule (Indian blood group)
211215_x_at	0.00217097	3.42e-05	-7.72	2.7899	-5.43e-01	DIO2	deiodinase, iodothyronine, type II
213923_at	0.00217144	3.43e-05	7.72	2.78676	4.32e-01	RAP2B	RAP2B, member of RAS oncogene family
205227_at	0.00218799	3.47e-05	7.71	2.77606	7.37e-01	IL1RAP	interleukin 1 receptor accessory protein
202954_at	0.00218815	3.48e-05	7.70	2.77309	8.35e-01	UBE2C	ubiquitin conjugating enzyme E2 C
204489_s_at	0.00219388	3.50e-05	7.70	2.76751	4.91e-01	CD44	CD44 molecule (Indian blood group)
210594_x_at	0.00222174	3.55e-05	7.68	2.75168	4.47e-01	MPZL1	myelin protein zero like 1
209293_x_at	0.002225	3.56e-05	-7.68	2.7473	-1.34	ID4	inhibitor of DNA binding 4, HLH protein
218451_at	0.00224231	3.61e-05	7.67	2.73541	4.87e-01	CDCP1	CUB domain containing protein 1
214581_x_at	0.00224231	3.62e-05	7.66	2.73236	6.23e-01	TNFRSF21	TNF receptor superfamily member 21
205672_at	0.00224231	3.62e-05	-7.66	2.73076	-5.23e-01	XPA	XPA, DNA damage recognition and repair factor
204199_at	0.00227584	3.70e-05	-7.64	2.70951	-9.03e-01	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
208018_s_at	0.00227584	3.71e-05	7.64	2.70716	6.54e-01	HCK	HCK proto-oncogene, Src family tyrosine kinase
206494_s_at	0.00227584	3.72e-05	-7.63	2.70248	-4.65e-01	ITGA2B	integrin subunit alpha 2b
203684_s_at	0.00227584	3.74e-05	-7.63	2.69929	-4.99e-01	BCL2	BCL2, apoptosis regulator
212980_at	0.00227584	3.74e-05	-7.63	2.69902	-5.60e-01	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)
204612_at	0.00227584	3.74e-05	-7.63	2.69857	-8.81e-01	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
204724_s_at	0.00227874	3.75e-05	-7.63	2.69445	-1.58	COL9A3	collagen type IX alpha 3 chain
209858_x_at	0.00227914	3.76e-05	-7.62	2.69148	-3.63e-01	MPPE1	metallophosphoesterase 1
219077_s_at	0.00231614	3.84e-05	-7.61	2.67216	-7.37e-01	WWOX	WW domain containing oxidoreductase
209733_at	0.00233128	3.88e-05	-7.59	2.66047	-4.56e-01	MID2	midline 2
40093_at	0.00233128	3.88e-05	-7.59	2.65901	-8.62e-01	BCAM	basal cell adhesion molecule (Lutheran blood group)
205499_at	0.00233128	3.90e-05	7.59	2.65582	8.21e-01	SRPX2	sushi repeat containing protein, X-linked 2
205200_at	0.00233128	3.91e-05	-7.59	2.65221	-1.06	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
221619_s_at	0.00233128	3.92e-05	-7.58	2.6497	-3.82e-01	MTCH1	mitochondrial carrier 1
212998_x_at	0.00233128	3.93e-05	7.58	2.64636	7.14e-01	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
217739_s_at	0.00233128	3.93e-05	7.58	2.64617	5.98e-01	NAMPT	nicotinamide phosphoribosyltransferase
205343_at	0.00233619	3.96e-05	-7.58	2.64054	-5.28e-01	SULT1C2	sulfotransferase family 1C member 2
202808_at	0.00233619	3.96e-05	-7.57	2.63856	-4.49e-01	WBP1L	WW domain binding protein 1-like
210039_s_at	0.00236683	4.03e-05	-7.56	2.62126	-4.69e-01	PRKCQ	protein kinase C theta
201477_s_at	0.00236683	4.04e-05	7.56	2.61976	4.83e-01	RRM1	ribonucleotide reductase catalytic subunit M1
202180_s_at	0.00236789	4.05e-05	7.55	2.6166	5.96e-01	MVP	major vault protein
202208_s_at	0.00236903	4.06e-05	7.55	2.61341	9.31e-01	ARL4C	ADP ribosylation factor like GTPase 4C
207394_at	0.00237282	4.08e-05	-7.55	2.60908	-4.08e-01	ZNF137P	zinc finger protein 137, pseudogene
204917_s_at	0.00238721	4.11e-05	-7.54	2.60019	-6.15e-01	MLLT3	MLLT3, super elongation complex subunit
212328_at	0.00240285	4.15e-05	-7.53	2.5908	-9.26e-01	LIMCH1	LIM and calponin homology domains 1
213392_at	0.00241168	4.18e-05	-7.52	2.58343	-5.49e-01	IQCK	IQ motif containing K
203368_at	0.00241168	4.19e-05	-7.52	2.58171	-4.94e-01	CRELD1	cysteine rich with EGF like domains 1
208540_x_at	0.00244551	4.26e-05	7.50	2.56371	5.72e-01		
211979_at	0.00244551	4.27e-05	-7.50	2.56127	-6.10e-01	GPR107	G protein-coupled receptor 107
49452_at	0.00244551	4.29e-05	-7.50	2.55815	-5.83e-01	ACACB	acetyl-CoA carboxylase beta
218191_s_at	0.00244551	4.29e-05	-7.50	2.55682	-4.89e-01	LMBRD1	LMBR1 domain containing 1
213189_at	0.00246942	4.34e-05	-7.48	2.54419	-4.62e-01	MINA	MYC induced nuclear antigen
217986_s_at	0.0025025	4.41e-05	7.47	2.52789	6.03e-01	BAZ1A	bromodomain adjacent to zinc finger domain 1A
210926_at	0.00252455	4.46e-05	7.46	2.51625	3.62e-01	POTEKP	POTE ankyrin domain family member K, pseudogene
208079_s_at	0.00253313	4.49e-05	7.45	2.51015	8.38e-01	AURKA	aurora kinase A
206093_x_at	0.00253717	4.52e-05	-7.44	2.50326	-6.85e-01	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
219353_at	0.00253717	4.53e-05	-7.44	2.50202	-4.01e-01	NHLRC2	NHL repeat containing 2
201743_at	0.00253717	4.53e-05	7.44	2.50073	8.11e-01	CD14	CD14 molecule
212744_at	0.00256809	4.60e-05	-7.43	2.48455	-4.70e-01	BBS4	Bardet-Biedl syndrome 4
203234_at	0.00256809	4.62e-05	7.42	2.48072	7.62e-01	UPP1	uridine phosphorylase 1
201178_at	0.00256809	4.62e-05	-7.42	2.48054	-4.04e-01	FBXO7	F-box protein 7
203763_at	0.00258695	4.67e-05	-7.41	2.47045	-4.19e-01	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
218668_s_at	0.00259281	4.69e-05	7.41	2.46481	5.01e-01	RAP2C	RAP2C, member of RAS oncogene family
209586_s_at	0.00259281	4.70e-05	-7.41	2.46302	-5.07e-01	PRUNE1	prune exopolyphosphatase
209166_s_at	0.00260378	4.73e-05	7.40	2.45613	4.44e-01	MAN2B1	mannosidase alpha class 2B member 1
219493_at	0.00264315	4.82e-05	7.38	2.43814	7.63e-01	SHCBP1	SHC binding and spindle associated 1
218203_at	0.00266908	4.88e-05	-7.37	2.42556	-3.39e-01	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase
204971_at	0.00267036	4.89e-05	7.37	2.42254	1.05	CSTA	cystatin A
219945_at	0.00267291	4.91e-05	-7.37	2.41904	-5.42e-01	DDX25	DEAD-box helicase 25
208130_s_at	0.00271145	4.99e-05	7.35	2.40178	8.74e-01	TBXAS1	thromboxane A synthase 1
218585_s_at	0.00271234	5.00e-05	7.35	2.39894	8.38e-01	DTL	denticleless E3 ubiquitin protein ligase homolog
213049_at	0.00271259	5.02e-05	-7.34	2.39634	-4.45e-01	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
207447_s_at	0.00273371	5.07e-05	-7.33	2.38585	-7.47e-01	MGAT4C	MGAT4 family member C
200727_s_at	0.00275792	5.12e-05	7.32	2.37428	6.46e-01	ACTR2	ARP2 actin related protein 2 homolog
201091_s_at	0.00275799	5.14e-05	7.32	2.37177	3.86e-01	CBX3	chromobox 3
203413_at	0.0027677	5.17e-05	-7.31	2.36437	-4.32e-01	NELL2	neural EGFL like 2
202234_s_at	0.0027677	5.18e-05	7.31	2.3632	6.96e-01	SLC16A1	solute carrier family 16 member 1
219328_at	0.00282377	5.30e-05	-7.29	2.34007	-5.01e-01	DDX31	DEAD-box helicase 31
205240_at	0.00289927	5.45e-05	7.26	2.31042	9.20e-01	GPSM2	G-protein signaling modulator 2
205046_at	0.00294534	5.55e-05	7.25	2.29171	9.84e-01	CENPE	centromere protein E
203384_s_at	0.00294727	5.57e-05	-7.24	2.28855	-3.52e-01	GOLGA1	golgin A1
202338_at	0.00294727	5.58e-05	7.24	2.28614	7.60e-01	TK1	thymidine kinase 1
202259_s_at	0.00298295	5.66e-05	-7.23	2.27129	-5.21e-01	N4BP2L2	NEDD4 binding protein 2 like 2
220107_s_at	0.00298365	5.68e-05	-7.23	2.26862	-4.95e-01	ZC2HC1C	zinc finger C2HC-type containing 1C
202258_s_at	0.0030132	5.75e-05	-7.21	2.25602	-3.33e-01	N4BP2L2	NEDD4 binding protein 2 like 2
212225_at	0.00301757	5.77e-05	-7.21	2.25211	-7.73e-01	EIF1	eukaryotic translation initiation factor 1
204291_at	0.00302115	5.79e-05	-7.21	2.24814	-3.60e-01	ZNF518A	zinc finger protein 518A
202908_at	0.00302115	5.80e-05	-7.21	2.24606	-5.02e-01	WFS1	wolframin ER transmembrane glycoprotein
217755_at	0.0030361	5.85e-05	7.20	2.23855	8.72e-01	HN1	hematological and neurological expressed 1
201666_at	0.00305074	5.89e-05	7.19	2.23119	8.11e-01	TIMP1	TIMP metallopeptidase inhibitor 1
201954_at	0.00308107	5.96e-05	7.18	2.21859	5.74e-01	ARPC1B	actin related protein 2/3 complex subunit 1B
204256_at	0.00310583	6.02e-05	7.17	2.20794	7.34e-01	ELOVL6	ELOVL fatty acid elongase 6
213603_s_at	0.00310971	6.04e-05	7.17	2.20427	7.32e-01	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
221922_at	0.00311153	6.06e-05	7.16	2.20129	8.11e-01	GPSM2	G-protein signaling modulator 2
201651_s_at	0.00313395	6.12e-05	-7.16	2.19093	-3.34e-01	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
210809_s_at	0.00313395	6.14e-05	7.15	2.18826	1.16	POSTN	periostin
202543_s_at	0.00313395	6.15e-05	7.15	2.18677	3.82e-01	GMFB	glia maturation factor beta
218471_s_at	0.00313481	6.18e-05	-7.15	2.18179	-5.10e-01	BBS1	Bardet-Biedl syndrome 1
201557_at	0.00313481	6.18e-05	-7.15	2.18178	-4.48e-01	VAMP2	vesicle associated membrane protein 2
212450_at	0.00316021	6.25e-05	-7.14	2.16949	-3.39e-01	SECISBP2L	SECIS binding protein 2 like
221511_x_at	0.00316021	6.25e-05	-7.13	2.16876	-4.51e-01	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
215193_x_at	0.0031812	6.32e-05	7.12	2.1575	5.12e-01	LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
217792_at	0.0031812	6.32e-05	-7.12	2.15726	-4.25e-01	SNX5	sorting nexin 5
204792_s_at	0.00318318	6.34e-05	-7.12	2.15429	-4.07e-01	IFT140	intraflagellar transport 140
206646_at	0.00323092	6.46e-05	-7.10	2.13525	-4.83e-01	GLI1	GLI family zinc finger 1
203178_at	0.00323092	6.49e-05	-7.10	2.13061	-7.84e-01	GATM	glycine amidinotransferase
210978_s_at	0.00323092	6.51e-05	7.10	2.12794	5.26e-01	TAGLN2	transgelin 2
221951_at	0.00323092	6.52e-05	-7.10	2.12643	-6.57e-01	TMEM80	transmembrane protein 80
200872_at	0.00323092	6.52e-05	7.10	2.1251	6.81e-01	S100A10	S100 calcium binding protein A10
213878_at	0.00323092	6.53e-05	-7.09	2.12402	-4.16e-01	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
204266_s_at	0.00323092	6.57e-05	-7.09	2.11764	-5.66e-01	CHKA	choline kinase alpha
201304_at	0.00323092	6.58e-05	-7.09	2.11654	-4.17e-01	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
203386_at	0.00323092	6.59e-05	-7.09	2.11544	-5.57e-01	TBC1D4	TBC1 domain family member 4
211668_s_at	0.00323092	6.59e-05	7.09	2.11459	1.02	PLAU	plasminogen activator, urokinase
210524_x_at	0.00323092	6.60e-05	-7.08	2.11351	-8.59e-01		
218883_s_at	0.00323092	6.61e-05	7.08	2.11139	8.10e-01	CENPU	centromere protein U
208335_s_at	0.0032407	6.65e-05	-7.08	2.10544	-4.11e-01	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
219836_at	0.0032407	6.68e-05	-7.07	2.10136	-1.46	ZBED2	zinc finger BED-type containing 2
214602_at	0.0032407	6.69e-05	-7.07	2.09957	-5.42e-01	COL4A4	collagen type IV alpha 4 chain
