ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8142524	1.87e-05	1.38e-07	-13.8660247	8.16362	-3.2985576	TSPAN12	tetraspanin 12
8152617	1.87e-05	1.39e-07	13.8622049	8.16105	2.4868006	HAS2	hyaluronan synthase 2
8054580	1.89e-05	1.41e-07	13.8362723	8.14357	3.7370206	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
8168749	1.89e-05	1.41e-07	13.8338555	8.14194	3.9922183	SRPX2	sushi repeat containing protein, X-linked 2
7939620	1.99e-05	1.50e-07	-13.7427854	8.08027	-1.8309588	LARGE2	LARGE xylosyl- and glucuronyltransferase 2
7947322	2.02e-05	1.52e-07	-13.7163944	8.06232	-2.23372	DCDC1	doublecortin domain containing 1
8044225	2.02e-05	1.53e-07	-13.7132833	8.06021	-3.1849392	SULT1C4	sulfotransferase family 1C member 4
7922301	2.07e-05	1.58e-07	-13.6668364	8.02853	-3.2935968	MYOC	myocilin
8150002	2.09e-05	1.59e-07	-13.6491811	8.01646	-3.6118678	FBXO16	F-box protein 16
7903414	2.10e-05	1.61e-07	-13.6343455	8.0063	-4.0357401	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
8066619	2.10e-05	1.62e-07	13.6258599	8.00049	2.6735005	PLTP	phospholipid transfer protein
8139622	2.12e-05	1.64e-07	-13.6101791	7.98973	-2.7684058	ZPBP	zona pellucida binding protein
7990138	2.21e-05	1.71e-07	-13.5385857	7.94048	-1.8484296	GRAMD2	GRAM domain containing 2
7989073	2.21e-05	1.72e-07	-13.5342407	7.93748	-3.8381813	PRTG	protogenin
8007071	2.23e-05	1.74e-07	13.5131838	7.92294	3.4261078	CDC6	cell division cycle 6
8052940	2.23e-05	1.75e-07	-13.5046716	7.91705	-2.7009147	PAIP2B///VPS36	poly(A) binding protein interacting protein 2B///vacuolar protein sorting 36 homolog
7909866	2.29e-05	1.80e-07	-13.4633123	7.88841	-3.6791576	MARC2///MARC2	mitochondrial amidoxime reducing component 2///mitochondrial amidoxime reducing component 2
8005064	2.31e-05	1.82e-07	-13.4459011	7.87632	-2.8754769	ARHGAP44	Rho GTPase activating protein 44
7982206	2.32e-05	1.84e-07	-13.4312308	7.86613	-1.9512997	GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member E, pseudogene///golgin A8 family member I, pseudogene
8018006	2.36e-05	1.88e-07	-13.3989807	7.84367	-3.2241342	ABCA10	ATP binding cassette subfamily A member 10
8124440	2.36e-05	1.89e-07	13.3966292	7.84203	4.1595704	HIST1H3G	histone cluster 1, H3g
7900159	2.36e-05	1.90e-07	-13.3858695	7.83453	-3.3022169	DNALI1	dynein axonemal light intermediate chain 1
7994058	2.36e-05	1.91e-07	-13.3809869	7.83112	-2.6975481	SCNN1G	sodium channel epithelial 1 gamma subunit
7921873	2.38e-05	1.93e-07	13.3603084	7.81667	3.3097604	FCGR3B///FCGR3A	Fc fragment of IgG receptor IIIb///Fc fragment of IgG receptor IIIa
7906757	2.38e-05	1.94e-07	13.3577992	7.81492	3.2678268	FCGR2A	Fc fragment of IgG receptor IIa
8021470	2.42e-05	1.97e-07	13.3309378	7.79612	4.1672232	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
7946641	2.42e-05	1.98e-07	-13.3243871	7.79153	-2.2985944	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
7979824	2.43e-05	1.99e-07	13.3132763	7.78373	1.9121902	ACTN1	actinin alpha 1
8148070	2.47e-05	2.03e-07	-13.2856573	7.76434	-3.4650981	COL14A1	collagen type XIV alpha 1 chain
8082012	2.49e-05	2.06e-07	-13.2659909	7.7505	-2.5548475	SLC15A2	solute carrier family 15 member 2
8170420	2.51e-05	2.08e-07	13.2493783	7.73879	1.7846229	MAMLD1	mastermind like domain containing 1
8061414	2.53e-05	2.11e-07	-13.2314757	7.72616	-2.2248436		
8020164	2.58e-05	2.16e-07	-13.1989291	7.70316	-2.7262171	GNAL	G protein subunit alpha L
7903425	2.58e-05	2.18e-07	-13.1840105	7.6926	-4.00496	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7903440	2.58e-05	2.18e-07	-13.1840105	7.6926	-4.00496	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7918134	2.58e-05	2.18e-07	-13.1840105	7.6926	-4.00496	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7917612	2.59e-05	2.20e-07	-13.1689333	7.68191	-2.0709625	HFM1	HFM1, ATP dependent DNA helicase homolog
8103494	2.65e-05	2.26e-07	-13.1310314	7.65498	-4.0245813	NPY1R///NPY1R	neuropeptide Y receptor Y1///neuropeptide Y receptor Y1
8154043	2.69e-05	2.30e-07	-13.1068565	7.63777	-2.2150514	DMRT3	doublesex and mab-3 related transcription factor 3
8088397	2.70e-05	2.31e-07	-13.0964366	7.63034	-2.8463024	ACOX2	acyl-CoA oxidase 2
8134024	2.74e-05	2.36e-07	-13.0681244	7.61012	-2.8375908		
8017927	2.75e-05	2.37e-07	-13.0578053	7.60275	-3.2138873	ABCA9	ATP binding cassette subfamily A member 9
7916789	2.75e-05	2.38e-07	-13.05136	7.59813	-2.4446162	WDR78	WD repeat domain 78
8099593	2.75e-05	2.39e-07	-13.0459893	7.59429	-3.6586942	KCNIP4	potassium voltage-gated channel interacting protein 4
8030582	2.82e-05	2.46e-07	-13.0040406	7.5642	-2.5301899	MYH14	myosin, heavy chain 14, non-muscle
8146391	2.85e-05	2.49e-07	-12.9860115	7.55124	-1.8656639		
7961829	3.04e-05	2.67e-07	12.8894991	7.48156	3.2812903	BCAT1	branched chain amino acid transaminase 1
7906767	3.16e-05	2.78e-07	12.8274174	7.43647	2.5290826	FCGR2C///FCGR2B	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb
7901788	3.18e-05	2.81e-07	-12.814922	7.42736	-2.7801857	NFIA	nuclear factor I A
8074168	3.22e-05	2.86e-07	12.7891176	7.40854	1.8395727	LINC01296	long intergenic non-protein coding RNA 1296
8130645	3.23e-05	2.87e-07	-12.7836471	7.40454	-2.0477783	PARK2	parkin RBR E3 ubiquitin protein ligase
8139330	3.24e-05	2.92e-07	-12.7609432	7.38794	-2.7223052	CAMK2B	calcium/calmodulin dependent protein kinase II beta
8103094	3.24e-05	2.93e-07	-12.7567926	7.3849	-3.193883	NR3C2	nuclear receptor subfamily 3 group C member 2
7929282	3.24e-05	2.93e-07	-12.7543068	7.38308	-3.0480102	HHEX	hematopoietically expressed homeobox
8014974	3.24e-05	2.93e-07	12.7535872	7.38255	3.8834924	TOP2A	topoisomerase (DNA) II alpha
8145611	3.24e-05	2.93e-07	-12.7532174	7.38228	-3.7492763	FZD3	frizzled class receptor 3
8038213	3.28e-05	2.98e-07	-12.7327752	7.3673	-2.1436361	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14
7991406	3.29e-05	3.00e-07	12.7222278	7.35956	3.2945405	PRC1	protein regulator of cytokinesis 1
7982256	3.31e-05	3.02e-07	-12.7104933	7.35094	-2.5518542	GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP	golgin A8 family member R///golgin A8 family member O///golgin A8 family member N///golgin A8 family member I, pseudogene
7986838	3.31e-05	3.06e-07	-12.6923591	7.33761	-2.0755184	OCA2	OCA2 melanosomal transmembrane protein
7983969	3.31e-05	3.07e-07	12.6886993	7.33491	3.239054	CCNB2	cyclin B2
8161265	3.31e-05	3.07e-07	-12.6881039	7.33447	-2.153049	IGFBPL1	insulin like growth factor binding protein like 1
8048139	3.31e-05	3.07e-07	12.6873711	7.33393	3.3325418	DNAPTP3	histone demethylase UTY-like
8143154	3.31e-05	3.08e-07	-12.6818164	7.32985	-3.5071067	DGKI	diacylglycerol kinase iota
8109350	3.31e-05	3.09e-07	12.6808316	7.32912	1.7079295	SLC36A1	solute carrier family 36 member 1
7971866	3.31e-05	3.09e-07	12.6782621	7.32723	2.9541202	DIAPH3	diaphanous related formin 3
8149574	3.33e-05	3.12e-07	-12.6651648	7.31757	-3.3720763	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
7920297	3.35e-05	3.15e-07	-12.6511025	7.3072	-1.9496019	S100A14	S100 calcium binding protein A14
7961844	3.36e-05	3.17e-07	-12.6434695	7.30156	-3.4399922	CASC1	cancer susceptibility candidate 1
8065071	3.36e-05	3.18e-07	-12.6373987	7.29708	-3.5440753	FLRT3	fibronectin leucine rich transmembrane protein 3
7952805	3.36e-05	3.20e-07	-12.6320215	7.2931	-2.6732907	MIR4697HG	MIR4697 host gene
7896126	3.46e-05	3.30e-07	-12.5864915	7.25938	-1.9317711		
8124798	3.46e-05	3.31e-07	12.5816677	7.2558	2.2538376	LOC107987457///PPP1R18	phostensin-like///protein phosphatase 1 regulatory subunit 18
7968577	3.47e-05	3.34e-07	-12.5688932	7.24632	-2.9305294	NBEA	neurobeachin
8043043	3.47e-05	3.35e-07	-12.5658466	7.24405	-3.0489719	DNAH6	dynein axonemal heavy chain 6
7923386	3.47e-05	3.37e-07	-12.5566427	7.23721	-2.7734241	LMOD1	leiomodin 1
8067167	3.47e-05	3.38e-07	12.5534503	7.23484	3.1755332	AURKA	aurora kinase A
8068363	3.47e-05	3.39e-07	-12.5479829	7.23077	-2.6310658	LINC00310	long intergenic non-protein coding RNA 310
7966135	3.47e-05	3.39e-07	12.5479061	7.23071	1.5245828	CORO1C	coronin 1C
8174444	3.47e-05	3.40e-07	-12.5437628	7.22763	-2.4623481	IRS4	insulin receptor substrate 4
8039672	3.47e-05	3.41e-07	-12.540756	7.22539	-2.46305		
8050007	3.47e-05	3.41e-07	12.5397285	7.22462	3.108828	PXDN	peroxidasin
8037835	3.52e-05	3.47e-07	12.5162311	7.20711	2.9932525	SLC1A5	solute carrier family 1 member 5
8057821	3.54e-05	3.51e-07	-12.4998484	7.19488	-2.2787408	DNAH7	dynein axonemal heavy chain 7
7959893	3.54e-05	3.51e-07	-12.499023	7.19426	-2.7873621	ADGRD1	adhesion G protein-coupled receptor D1
7909681	3.54e-05	3.53e-07	-12.4913161	7.18851	-3.2072706	PROX1	prospero homeobox 1
8168968	3.54e-05	3.54e-07	-12.48831	7.18626	-2.0530896	GPRASP1	G protein-coupled receptor associated sorting protein 1
8037005	3.56e-05	3.58e-07	12.4739037	7.17548	2.6290898	TGFB1	transforming growth factor beta 1
8089970	3.56e-05	3.58e-07	-12.4736938	7.17532	-1.7409762	ILDR1	immunoglobulin like domain containing receptor 1
7938231	3.56e-05	3.59e-07	-12.4681264	7.17116	-2.2567964	PPFIBP2	PPFIA binding protein 2
8147469	3.59e-05	3.63e-07	-12.452374	7.15935	-1.3987619	CPQ	carboxypeptidase Q
7903407	3.63e-05	3.67e-07	-12.4360349	7.14709	-2.8973609	RNPC3///AMY2B	RNA binding region (RNP1, RRM) containing 3///amylase, alpha 2B (pancreatic)
8114612	3.69e-05	3.75e-07	12.4082584	7.12622	2.1970121	CD14	CD14 molecule
7957260	3.76e-05	3.84e-07	12.3734912	7.10002	2.4532495	GLIPR1	GLI pathogenesis related 1
7980908	3.76e-05	3.85e-07	-12.3725283	7.0993	-2.5938305	FBLN5	fibulin 5
7915425	3.77e-05	3.87e-07	-12.3641663	7.09299	-2.0769533	ZMYND12	zinc finger MYND-type containing 12
8079117	3.82e-05	3.93e-07	-12.3417243	7.07603	-2.5464515	ACKR2	atypical chemokine receptor 2
8120043	3.83e-05	3.96e-07	12.3337545	7.07	2.8360674	RUNX2	runt related transcription factor 2
8072876	3.85e-05	3.98e-07	12.3257627	7.06395	2.013554	LGALS1	galectin 1
8057506	3.88e-05	4.04e-07	-12.3048186	7.04807	-3.3357673	FRZB	frizzled-related protein
8163116	3.88e-05	4.05e-07	-12.3026383	7.04642	-4.5191177	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
8115076	3.88e-05	4.07e-07	12.2953254	7.04087	2.0529479	CSF1R	colony stimulating factor 1 receptor
8063729	3.88e-05	4.07e-07	-12.2943974	7.04016	-2.7173021	EDN3	endothelin 3
7984540	3.88e-05	4.09e-07	12.2889801	7.03605	3.0574655	KIF23	kinesin family member 23
7982271	3.88e-05	4.09e-07	-12.2888274	7.03593	-2.4056982	GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8IP	golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member I, pseudogene
7898793	3.94e-05	4.18e-07	12.2564778	7.01133	2.7430772	C1QA	complement C1q A chain
7981859	3.94e-05	4.18e-07	-12.256346	7.01123	-2.2133443	GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene
8034772	3.94e-05	4.19e-07	12.2546104	7.00991	2.6362848	ASF1B	anti-silencing function 1B histone chaperone
8067932	3.94e-05	4.20e-07	-12.2515776	7.0076	-2.0243542	MIR99AHG	mir-99a-let-7c cluster host gene
8036406	3.96e-05	4.23e-07	-12.2401254	6.99887	-1.2683255	ZNF571	zinc finger protein 571
8093500	3.96e-05	4.24e-07	12.2383258	6.9975	3.1144635	TACC3	transforming acidic coiled-coil containing protein 3
8131441	3.96e-05	4.26e-07	-12.233079	6.9935	-2.1926514	LOC100419773	zinc finger protein 33B pseudogene
8089467	3.98e-05	4.28e-07	-12.225246	6.98752	-2.8062555	ZBED2	zinc finger BED-type containing 2
7906720	4.03e-05	4.36e-07	12.2015065	6.96938	3.4690581	FCER1G	Fc fragment of IgE receptor Ig
8139680	4.03e-05	4.37e-07	-12.1973505	6.9662	-2.2851815	COBL	cordon-bleu WH2 repeat protein
8117535	4.08e-05	4.43e-07	12.1780239	6.9514	2.4760992	HIST1H2AG	histone cluster 1, H2ag
8005289	4.08e-05	4.45e-07	-12.1734618	6.94791	-2.6580393	DRC3	dynein regulatory complex subunit 3
7900699	4.11e-05	4.49e-07	12.1596994	6.93735	3.5355304	CDC20	cell division cycle 20
8060303	4.22e-05	4.62e-07	-12.1210147	6.90762	-3.0528505	DEFB125	defensin beta 125
8151056	4.22e-05	4.63e-07	-12.1168093	6.90438	-3.5747955	CYP7B1	cytochrome P450 family 7 subfamily B member 1
8124388	4.23e-05	4.65e-07	12.1116248	6.90039	4.3403103	HIST1H3B	histone cluster 1, H3b
7952341	4.36e-05	4.81e-07	12.0665021	6.86557	2.9525299	CLMP	CXADR like membrane protein
8171472	4.37e-05	4.83e-07	-12.0594481	6.86011	-2.4920289	TMEM27	transmembrane protein 27
8047006	4.38e-05	4.86e-07	-12.0534721	6.85549	-1.5116789	ANKAR	ankyrin and armadillo repeat containing
7994659	4.39e-05	4.88e-07	12.0460711	6.84976	1.7340463	MVP	major vault protein
7982299	4.42e-05	4.93e-07	-12.0329059	6.83956	-1.9178967		
8062766	4.43e-05	4.96e-07	12.0247582	6.83324	3.3201191	MYBL2	MYB proto-oncogene like 2
8077323	4.46e-05	5.01e-07	-12.0117229	6.82312	-3.3815594	CNTN4	contactin 4
8103789	4.50e-05	5.06e-07	-11.9973901	6.81199	-4.2771636	GPM6A	glycoprotein M6A
8179184	4.54e-05	5.12e-07	-11.9828616	6.80069	-2.4156595	DDR1	discoidin domain receptor tyrosine kinase 1
8138258	4.55e-05	5.15e-07	-11.9747822	6.79439	-1.9125475	VWDE	von Willebrand factor D and EGF domains
8117900	4.55e-05	5.15e-07	-11.9731092	6.79309	-2.4148433	DDR1	discoidin domain receptor tyrosine kinase 1
7923086	4.58e-05	5.21e-07	11.9580488	6.78135	4.4264132	ASPM	abnormal spindle microtubule assembly
8112649	4.69e-05	5.36e-07	-11.920525	6.75204	-2.4502204	FAM169A	family with sequence similarity 169 member A
8168650	4.69e-05	5.36e-07	-11.9202146	6.7518	-2.2608143	PABPC5	poly(A) binding protein cytoplasmic 5
8003503	4.71e-05	5.40e-07	11.9097843	6.74364	1.7500877	FANCA	Fanconi anemia complementation group A
8068383	4.72e-05	5.42e-07	-11.9061776	6.74081	-4.4992893	CLIC6	chloride intracellular channel 6
7987230	4.76e-05	5.48e-07	11.8913431	6.72919	1.3066778	LPCAT4	lysophosphatidylcholine acyltransferase 4
8133549	4.82e-05	5.59e-07	-11.864677	6.70826	-2.6430748	GTF2IRD2B///GTF2IRD2	GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2
8140170	4.82e-05	5.59e-07	-11.8645823	6.70818	-2.6448127	GTF2IRD2B///GTF2IRD2	GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2
8149774	4.82e-05	5.59e-07	11.8631842	6.70708	3.1374009	LOXL2	lysyl oxidase like 2
7983527	4.82e-05	5.61e-07	-11.8593994	6.70411	-3.4674215	SEMA6D	semaphorin 6D
8044882	4.86e-05	5.67e-07	-11.8449064	6.69271	-2.7718868	EPB41L5	erythrocyte membrane protein band 4.1 like 5
8117583	4.86e-05	5.69e-07	11.8415045	6.69003	2.254225	HIST1H3H///HIST1H2AI	histone cluster 1, H3h///histone cluster 1, H2ai
8113278	4.86e-05	5.72e-07	-11.8331014	6.68341	-3.3777592	LIX1	limb and CNS expressed 1
7896068	4.86e-05	5.73e-07	-11.830256	6.68117	-3.2309845		
8132092	4.86e-05	5.74e-07	-11.829916	6.6809	-1.7145505	INMT-FAM188B///INMT	INMT-FAM188B readthrough (NMD candidate)///indolethylamine N-methyltransferase
8059878	4.86e-05	5.75e-07	-11.8261611	6.67794	-3.2554305	IQCA1	IQ motif containing with AAA domain 1
8143663	4.86e-05	5.76e-07	11.8233366	6.67572	2.49524	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
8104066	4.96e-05	5.89e-07	-11.7947512	6.65315	-3.701751	SORBS2	sorbin and SH3 domain containing 2
8175039	5.06e-05	6.02e-07	11.7646857	6.62937	2.4806402	ELF4	E74 like ETS transcription factor 4
7951178	5.10e-05	6.09e-07	-11.750598	6.6182	-2.5090499	TRPC6	transient receptor potential cation channel subfamily C member 6
8047577	5.12e-05	6.12e-07	-11.742651	6.61189	-2.0513965	CARF	calcium responsive transcription factor
7957404	5.17e-05	6.21e-07	-11.724554	6.59752	-1.9357438	METTL25	methyltransferase like 25
8162140	5.19e-05	6.24e-07	-11.7183267	6.59257	-1.9096361		
8015016	5.20e-05	6.27e-07	-11.7108497	6.58662	-3.5435452	TNS4	tensin 4
8149955	5.23e-05	6.32e-07	11.7006217	6.57848	4.1702798	PBK	PDZ binding kinase
8112376	5.27e-05	6.38e-07	11.6885266	6.56884	3.2577064	CENPK	centromere protein K
8077731	5.28e-05	6.43e-07	11.6783563	6.56073	1.8252535	FANCD2	Fanconi anemia complementation group D2
7995825	5.28e-05	6.43e-07	-11.677772	6.56027	-1.5624709	MT1F	metallothionein 1F
8117589	5.30e-05	6.47e-07	11.6704823	6.55445	2.2485952	HIST1H3H	histone cluster 1, H3h
8078619	5.39e-05	6.60e-07	-11.6449135	6.53402	-2.5607088	ITGA9	integrin subunit alpha 9
8167449	5.41e-05	6.63e-07	11.6375674	6.52814	1.7869626	PLP2	proteolipid protein 2
7940259	5.44e-05	6.69e-07	11.627346	6.51995	2.2628821	MS4A14///MS4A7	membrane spanning 4-domains A14///membrane spanning 4-domains A7
8177867	5.48e-05	6.75e-07	-11.6141356	6.50936	-2.4503829	DDR1	discoidin domain receptor tyrosine kinase 1
8118622	5.61e-05	6.96e-07	-11.5740911	6.47719	-2.0927593	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
8178234	5.61e-05	6.96e-07	-11.5740911	6.47719	-2.0927593	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
8179534	5.61e-05	6.96e-07	-11.5740911	6.47719	-2.0927593	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
8143633	5.67e-05	7.06e-07	-11.5568379	6.4633	-3.2340747	ARHGEF34P///OR2A7///OR2A25///OR2A4	Rho guanine nucleotide exchange factor 34, pseudogene///olfactory receptor family 2 subfamily A member 7///olfactory receptor family 2 subfamily A member 25///olfactory receptor family 2 subfamily A member 4
8129558	5.68e-05	7.09e-07	-11.5504719	6.45817	-3.2154382	ARHGEF34P///OR2A7///OR2A25///OR2A4	Rho guanine nucleotide exchange factor 34, pseudogene///olfactory receptor family 2 subfamily A member 7///olfactory receptor family 2 subfamily A member 25///olfactory receptor family 2 subfamily A member 4
7905116	5.68e-05	7.13e-07	11.5426161	6.45184	2.3323227	PLEKHO1	pleckstrin homology domain containing O1
7961507	5.68e-05	7.15e-07	-11.5399899	6.44972	-2.5008097	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)
7973024	5.68e-05	7.15e-07	11.5389612	6.44889	2.5366004	OR4K17	olfactory receptor family 4 subfamily K member 17
7994109	5.68e-05	7.16e-07	11.5383691	6.44841	3.6323574	PLK1	polo like kinase 1
8017885	5.69e-05	7.23e-07	-11.5248208	6.43747	-4.6148368	ABCA8	ATP binding cassette subfamily A member 8
7915275	5.69e-05	7.23e-07	-11.5242919	6.43704	-1.8013576		
7955589	5.69e-05	7.24e-07	-11.5226961	6.43575	-2.6611383	NR4A1	nuclear receptor subfamily 4 group A member 1
8022655	5.69e-05	7.26e-07	-11.518807	6.43261	-3.7273053	AQP4	aquaporin 4
8156290	5.69e-05	7.27e-07	11.5182602	6.43217	3.1016625	CKS2	CDC28 protein kinase regulatory subunit 2
8143610	5.69e-05	7.28e-07	-11.5168634	6.43104	-2.8593933	LOC102725117///ARHGEF34P///ARHGEF35///ARHGEF5	rho guanine nucleotide exchange factor 5-like///Rho guanine nucleotide exchange factor 34, pseudogene///Rho guanine nucleotide exchange factor 35///Rho guanine nucleotide exchange factor 5
8096425	5.75e-05	7.37e-07	-11.5001435	6.41751	-2.9316622	CCSER1	coiled-coil serine rich protein 1
8092418	5.80e-05	7.45e-07	11.4855235	6.40567	1.2489171	ABCC5	ATP binding cassette subfamily C member 5
8114354	5.84e-05	7.51e-07	-11.4754325	6.39749	-3.2848772	NME5	NME/NM23 family member 5
7933537	5.96e-05	7.69e-07	-11.4457276	6.37336	-2.7640009	OGDHL	oxoglutarate dehydrogenase-like
7934411	6.03e-05	7.80e-07	-11.42607	6.35736	-2.8251896	USP54	ubiquitin specific peptidase 54
7926037	6.03e-05	7.81e-07	11.4249587	6.35646	2.2278664	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
7970763	6.03e-05	7.83e-07	-11.4218722	6.35394	-1.5574454	FLT1	fms related tyrosine kinase 1
8004201	6.03e-05	7.86e-07	-11.4166703	6.3497	-1.2688754	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
7951351	6.03e-05	7.88e-07	-11.4142524	6.34773	-2.862986	PDGFD	platelet derived growth factor D
8043244	6.10e-05	7.98e-07	-11.397096	6.33373	-3.4380254	ATOH8	atonal bHLH transcription factor 8
7986947	6.13e-05	8.04e-07	-11.3882489	6.32651	-2.5426622	GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	golgin A8 family member R///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene
8012830	6.16e-05	8.09e-07	-11.3796132	6.31945	-2.2929632	TMEM220	transmembrane protein 220
8149485	6.16e-05	8.12e-07	-11.3752726	6.3159	-2.1973085	MTMR7	myotubularin related protein 7
8169145	6.16e-05	8.14e-07	-11.3717291	6.313	-2.4678207	MUM1L1	MUM1 like 1
8180349	6.16e-05	8.15e-07	11.3704477	6.31195	1.5852963	TPM4	tropomyosin 4
7974404	6.26e-05	8.30e-07	11.346797	6.29258	4.8850031	CDKN3	cyclin dependent kinase inhibitor 3
7982010	6.27e-05	8.34e-07	-11.3407021	6.28758	-3.7218721	SNORD115-2	small nucleolar RNA, C/D box 115-2
8045688	6.35e-05	8.46e-07	11.3215596	6.27186	3.761667	TNFAIP6	TNF alpha induced protein 6
