,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
591,591,3081,9.69e-07,2.48e-08,0.5791,-5.574373,-3.2281192,1129.86,HGD,"homogentisate 1,2-dioxygenase"
592,592,101928590,9.69e-07,2.48e-08,0.92,-5.574641,-5.1287779,21.28,GPM6A-DT,GPM6A divergent transcript
594,594,56895,9.89e-07,2.54e-08,0.3886,-5.570236,-2.164543,679.92,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4
599,599,100144602,1.04e-06,2.71e-08,1.1079,-5.558995,-6.1586413,25.54,EPHA5-AS1,EPHA5 antisense RNA 1
600,600,100505475,1.04e-06,2.71e-08,0.7186,-5.559111,-3.9946425,320.38,SYNE1-AS1,SYNE1 antisense RNA 1
603,603,201627,1.08e-06,2.82e-08,0.1498,-5.552287,-0.8318391,1945.81,DENND6A,DENN domain containing 6A
607,607,7049,1.17e-06,3.07e-08,0.2386,-5.537336,-1.3211429,1405.68,TGFBR3,transforming growth factor beta receptor 3
609,609,127833,1.19e-06,3.13e-08,0.2894,-5.534116,-1.6016845,171.83,SYT2,synaptotagmin 2
611,611,166647,1.23e-06,3.25e-08,0.3718,-5.527401,-2.0553549,2742.77,ADGRA3,adhesion G protein-coupled receptor A3
613,613,353500,1.25e-06,3.33e-08,0.6413,-5.523058,-3.5421366,2656.85,BMP8A,bone morphogenetic protein 8a
614,614,1149,1.25e-06,3.33e-08,1.2237,-5.523116,-6.7588543,15.68,CIDEA,cell death inducing DFFA like effector a
616,616,5897,1.32e-06,3.52e-08,0.6148,-5.513543,-3.3894557,72.5,RAG2,recombination activating 2
617,617,862,1.33e-06,3.55e-08,0.4492,-5.511729,-2.476137,820.2,RUNX1T1,RUNX1 partner transcriptional co-repressor 1
619,619,4300,1.35e-06,3.63e-08,0.252,-5.507909,-1.3877771,1261.49,MLLT3,MLLT3 super elongation complex subunit
620,620,105373392,1.41e-06,3.79e-08,1.2236,-5.500406,-6.730416,15.41,LOC105373392,replaced by ID 105373480
622,622,102723927,1.48e-06,3.99e-08,0.3525,-5.491301,-1.9354156,235.22,LINC01238,long intergenic non-protein coding RNA 1238
627,627,107986575,1.5e-06,4.06e-08,0.4458,-5.488028,-2.4466969,96.57,LOC107986575,uncharacterized LOC107986575
628,628,101927935,1.5e-06,4.09e-08,0.627,-5.486898,-3.4402669,44.66,LOC101927935,replaced by ID 4920
631,631,84570,1.56e-06,4.25e-08,0.4921,-5.480109,-2.696543,265.3,COL25A1,collagen type XXV alpha 1 chain
632,632,678,1.57e-06,4.29e-08,0.2225,-5.478541,-1.218923,8711.15,ZFP36L2,ZFP36 ring finger protein like 2
635,635,202018,1.62e-06,4.47e-08,0.1222,-5.471312,-0.6684357,1258.94,TAPT1,transmembrane anterior posterior transformation 1
636,636,101927003,1.63e-06,4.48e-08,0.4393,-5.470807,-2.403105,82.68,PKIA-AS1,PKIA antisense RNA 1
642,642,54549,1.7e-06,4.72e-08,0.527,-5.461401,-2.8782793,282.86,SDK2,sidekick cell adhesion molecule 2
644,644,140706,1.75e-06,4.88e-08,0.228,-5.455506,-1.2437852,143.94,CCM2L,CCM2 like scaffold protein
646,646,102466865,1.83e-06,5.11e-08,0.4221,-5.447389,-2.2994008,681.06,MIR7848,microRNA 7848
647,647,101927066,1.83e-06,5.15e-08,0.3704,-5.446132,-2.0174534,119.59,LOC101927066,uncharacterized LOC101927066
651,651,105375179,1.92e-06,5.41e-08,0.9624,-5.437236,-5.2326278,50.73,LOC105375179,uncharacterized LOC105375179
653,653,5581,1.93e-06,5.46e-08,0.3181,-5.435703,-1.7293148,1662.15,PRKCE,protein kinase C epsilon
655,655,202151,1.94e-06,5.5e-08,0.4834,-5.434462,-2.6270082,290.76,RANBP3L,RAN binding protein 3 like
656,656,2273,1.96e-06,5.58e-08,0.4829,-5.43188,-2.6228386,7507.46,FHL1,four and a half LIM domains 1
657,657,2044,1.98e-06,5.65e-08,0.8713,-5.429646,-4.730708,296.72,EPHA5,EPH receptor A5
658,658,3815,2.05e-06,5.84e-08,0.6647,-5.423484,-3.6050059,3771.42,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
660,660,374462,2.08e-06,5.95e-08,0.5762,-5.42037,-3.1231281,634.04,PTPRQ,protein tyrosine phosphatase receptor type Q
662,662,216,2.08e-06,5.97e-08,0.3216,-5.419786,-1.742876,4906.46,ALDH1A1,aldehyde dehydrogenase 1 family member A1
664,664,221400,2.1e-06,6.03e-08,0.3862,-5.417943,-2.0925601,365.23,TDRD6,tudor domain containing 6
666,666,105378571,2.13e-06,6.14e-08,0.8284,-5.414775,-4.4856142,16.45,LOC105378571,uncharacterized LOC105378571
668,668,105373218,2.21e-06,6.4e-08,0.2968,-5.407282,-1.6050645,241.47,LOC105373218,uncharacterized LOC105373218
669,669,1014,2.21e-06,6.39e-08,0.8093,-5.407423,-4.3761038,871.58,CDH16,cadherin 16
673,673,55835,2.32e-06,6.77e-08,0.5696,-5.397079,-3.0744363,1279.36,CENPJ,centromere protein J
678,678,729582,2.38e-06,6.99e-08,0.3391,-5.391376,-1.8284565,111.29,DIRC3,disrupted in renal carcinoma 3
686,686,389432,2.46e-06,7.31e-08,0.4613,-5.383369,-2.4832326,218.98,SAMD5,sterile alpha motif domain containing 5
687,687,101927086,2.48e-06,7.38e-08,0.3092,-5.381553,-1.6638349,100.48,KLF9-DT,KLF9 divergent transcript
690,690,10793,2.54e-06,7.6e-08,0.2536,-5.376471,-1.3636651,642.36,ZNF273,zinc finger protein 273
691,691,441027,2.55e-06,7.64e-08,0.2652,-5.375479,-1.4253522,451.29,TMEM150C,transmembrane protein 150C
692,692,105372579,2.55e-06,7.63e-08,0.2928,-5.375637,-1.5739589,55.13,LOC105372579,uncharacterized LOC105372579
693,693,6578,2.55e-06,7.67e-08,0.2487,-5.374817,-1.3369639,1694.56,SLCO2A1,solute carrier organic anion transporter family member 2A1
694,694,2047,2.6e-06,7.83e-08,0.3762,-5.371069,-2.020342,637.14,EPHB1,EPH receptor B1
695,695,6886,2.61e-06,7.85e-08,0.3071,-5.370433,-1.6494371,186.31,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
696,696,100874334,2.61e-06,7.84e-08,0.8201,-5.370672,-4.4046287,83.09,TCF7L1-IT1,TCF7L1 intronic transcript 1
698,698,107985043,2.66e-06,8.07e-08,0.3884,-5.365631,-2.0839647,131.54,LOC107985043,uncharacterized LOC107985043
699,699,27328,2.66e-06,8.07e-08,0.8925,-5.365613,-4.788775,174.44,PCDH11X,protocadherin 11 X-linked
701,701,105373649,2.79e-06,8.47e-08,0.9402,-5.356902,-5.036348,102.56,LOC105373649,uncharacterized LOC105373649
702,702,101927280,2.8e-06,8.51e-08,0.6429,-5.355928,-3.4433352,45.59,LINC02208,long intergenic non-protein coding RNA 2208
707,707,101928923,2.93e-06,8.96e-08,0.4391,-5.346567,-2.3478987,173.06,LOC101928923,uncharacterized LOC101928923
710,710,105376426,3.01e-06,9.25e-08,0.4263,-5.340787,-2.277041,113.35,LOC105376426,uncharacterized LOC105376426
711,711,255239,3.01e-06,9.28e-08,0.2937,-5.340306,-1.5686909,80.07,ANKK1,ankyrin repeat and kinase domain containing 1
712,712,22915,3.03e-06,9.33e-08,0.823,-5.339319,-4.3940053,1556.14,MMRN1,multimerin 1
713,713,107986661,3.05e-06,9.43e-08,1.016,-5.337327,-5.4229102,57.46,LOC107986661,uncharacterized LOC107986661
714,714,100996539,3.12e-06,9.65e-08,0.5148,-5.333192,-2.745362,32.28,ITPR1-DT,ITPR1 divergent transcript
716,716,84253,3.13e-06,9.7e-08,0.2928,-5.332269,-1.5615453,530.41,GARNL3,GTPase activating Rap/RanGAP domain like 3
718,718,105376834,3.16e-06,9.83e-08,0.8739,-5.329787,-4.6578461,18.32,LINC02596,long intergenic non-protein coding RNA 2596
721,721,80243,3.23e-06,1.01e-07,0.346,-5.325152,-1.8426432,1856.13,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
722,722,105369666,3.26e-06,1.02e-07,0.7227,-5.32351,-3.8471612,25.62,LOC105369666,uncharacterized LOC105369666
723,723,105376609,3.26e-06,1.02e-07,1.0457,-5.322888,-5.5663926,130.25,MPPED2-AS1,MPPED2 antisense RNA 1
727,727,2324,3.38e-06,1.06e-07,0.366,-5.315581,-1.945299,701.89,FLT4,fms related receptor tyrosine kinase 4
728,728,7570,3.47e-06,1.09e-07,0.1349,-5.310389,-0.7161952,1017.15,ZNF22,zinc finger protein 22
729,729,9515,3.48e-06,1.1e-07,0.8949,-5.309372,-4.7515735,1000.18,STXBP5L,syntaxin binding protein 5L
731,731,4495,3.51e-06,1.11e-07,0.8472,-5.307773,-4.4969704,380.61,MT1G,metallothionein 1G
732,732,345895,3.53e-06,1.12e-07,0.2644,-5.306216,-1.4028606,108.15,RSPH4A,radial spoke head component 4A
734,734,23145,3.75e-06,1.19e-07,0.3711,-5.294809,-1.9646982,99.79,SSPOP,"SCO-spondin, pseudogene"
735,735,57556,3.76e-06,1.2e-07,0.2364,-5.293991,-1.2512403,915.37,SEMA6A,semaphorin 6A
736,736,6262,3.77e-06,1.2e-07,0.8052,-5.293382,-4.2621656,3714.97,RYR2,ryanodine receptor 2
737,737,9914,3.77e-06,1.2e-07,0.3576,-5.292885,-1.8927397,491.76,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
743,743,727676,4.04e-06,1.3e-07,0.458,-5.278831,-2.4176993,235.02,SNORD118,"small nucleolar RNA, C/D box 118"
744,744,286006,4.05e-06,1.3e-07,0.1672,-5.278365,-0.8823691,271.73,LSMEM1,leucine rich single-pass membrane protein 1
745,745,284716,4.11e-06,1.33e-07,0.3578,-5.275115,-1.8876306,172.39,RIMKLA,ribosomal modification protein rimK like family member A
747,747,105372319,4.2e-06,1.36e-07,0.7225,-5.270725,-3.808317,30.21,LOC105372319,zinc finger protein 430-like
750,750,646278,4.32e-06,1.4e-07,0.5639,-5.264987,-2.9689961,57.54,PDCD6IPP2,PDCD6IP pseudogene 2
751,751,101927904,4.34e-06,1.41e-07,0.9463,-5.263923,-4.9812507,15.4,LINC02660,long intergenic non-protein coding RNA 2660
752,752,105376391,4.43e-06,1.44e-07,1.157,-5.25988,-6.0858997,9.92,LOC105376391,uncharacterized LOC105376391
756,756,100289279,4.63e-06,1.52e-07,0.6269,-5.250599,-3.2915607,43.11,CNTNAP3C,contactin associated protein family member 3C
758,758,9252,4.75e-06,1.56e-07,0.3481,-5.245538,-1.8260663,908.4,RPS6KA5,ribosomal protein S6 kinase A5
765,765,101929727,4.94e-06,1.64e-07,0.6612,-5.236359,-3.4621616,196.56,LOC101929727,uncharacterized LOC101929727
766,766,57554,4.98e-06,1.65e-07,0.6496,-5.234689,-3.4006565,561.48,LRRC7,leucine rich repeat containing 7
769,769,347252,5.07e-06,1.69e-07,0.7231,-5.230792,-3.7826182,804.41,IGFBPL1,insulin like growth factor binding protein like 1
771,771,100302522,5.1e-06,1.7e-07,0.4101,-5.229135,-2.1442333,5558.84,PTCSC1,papillary thyroid carcinoma susceptibility candidate 1
772,772,107984425,5.15e-06,1.72e-07,0.4696,-5.227252,-2.4549358,91.44,LOC107984425,uncharacterized LOC107984425
775,775,375444,5.2e-06,1.74e-07,0.1835,-5.224699,-0.9588714,280.57,C5orf34,chromosome 5 open reading frame 34
778,778,80763,5.45e-06,1.84e-07,0.7398,-5.215074,-3.8578736,258.77,SPX,spexin hormone
780,780,5172,5.5e-06,1.86e-07,0.5878,-5.212737,-3.0641532,14291.45,SLC26A4,solute carrier family 26 member 4
782,782,23414,5.53e-06,1.87e-07,0.5214,-5.211611,-2.7174825,1136.19,ZFPM2,"zinc finger protein, FOG family member 2"
783,783,157807,5.59e-06,1.9e-07,0.223,-5.209198,-1.1616725,222.46,CLVS1,clavesin 1
784,784,85349,5.61e-06,1.91e-07,0.4442,-5.208359,-2.3133731,257.93,KRT87P,"keratin 87, pseudogene"
786,786,100505912,5.69e-06,1.94e-07,0.6385,-5.205199,-3.3234631,26.02,LOC100505912,uncharacterized LOC100505912
788,788,105372507,5.7e-06,1.95e-07,0.4989,-5.204425,-2.5963738,28.43,LOC105372507,uncharacterized LOC105372507
790,790,7088,5.78e-06,1.98e-07,0.2581,-5.201397,-1.3425987,804.82,TLE1,"TLE family member 1, transcriptional corepressor"
792,792,2104,5.84e-06,2.01e-07,0.5332,-5.198634,-2.7719054,794.74,ESRRG,estrogen related receptor gamma
796,796,947,5.88e-06,2.03e-07,0.3025,-5.196915,-1.5719782,1465.41,CD34,CD34 molecule
798,798,81577,5.9e-06,2.04e-07,0.1957,-5.195501,-1.016538,644.34,GFOD2,glucose-fructose oxidoreductase domain containing 2
799,799,10389,5.9e-06,2.04e-07,0.3402,-5.195594,-1.7675103,205.94,SCML2,Scm polycomb group protein like 2
802,802,643834,5.97e-06,2.07e-07,0.872,-5.192772,-4.5280387,39.55,PGA3,pepsinogen A3
806,806,112267937,6.03e-06,2.11e-07,0.4285,-5.189778,-2.2240368,195.34,LOC112267937,uncharacterized LOC112267937
815,815,107984805,6.79e-06,2.4e-07,0.3617,-5.165583,-1.8685459,2066.2,LOC107984805,uncharacterized LOC107984805
819,819,105373896,6.88e-06,2.44e-07,0.8877,-5.162287,-4.5826967,57.48,LOC105373896,uncharacterized LOC105373896
822,822,107984270,7.01e-06,2.5e-07,0.598,-5.157998,-3.0845709,284.9,LOC107984270,uncharacterized LOC107984270
824,824,91133,7.14e-06,2.55e-07,0.3409,-5.154066,-1.7569702,1306.56,L3MBTL4,L3MBTL histone methyl-lysine binding protein 4
826,826,105375386,7.2e-06,2.58e-07,0.5993,-5.151804,-3.0876723,21.44,LOC105375386,uncharacterized LOC105375386
829,829,53353,7.51e-06,2.7e-07,0.9826,-5.143155,-5.0534649,4291.89,LRP1B,LDL receptor related protein 1B
832,832,4842,7.51e-06,2.71e-07,0.6545,-5.142574,-3.3658017,72.36,NOS1,nitric oxide synthase 1
835,835,155465,7.57e-06,2.74e-07,0.7466,-5.140624,-3.8379704,51.51,AGR3,"anterior gradient 3, protein disulphide isomerase family member"
836,836,90288,7.74e-06,2.8e-07,0.4452,-5.136264,-2.2864844,89.44,EFCAB12,EF-hand calcium binding domain 12
837,837,256158,7.77e-06,2.82e-07,0.4285,-5.13537,-2.2006915,227.28,HMCN2,hemicentin 2
841,841,130497,8e-06,2.91e-07,0.6197,-5.128958,-3.1782378,63.42,OSR1,odd-skipped related transcription factor 1
842,842,107984011,8.06e-06,2.94e-07,0.4023,-5.127374,-2.0628187,45.97,LOC107984011,uncharacterized LOC107984011
843,843,157376,8.26e-06,3.02e-07,1.1797,-5.122453,-6.0430016,23.81,FER1L6-AS2,FER1L6 antisense RNA 2
844,844,107984656,8.27e-06,3.02e-07,0.356,-5.122093,-1.8235611,383.2,LOC107984656,replaced by ID 57161
847,847,105378792,8.41e-06,3.08e-07,0.7617,-5.118266,-3.8986062,123.2,LRRC7-AS1,LRRC7 antisense RNA 1
853,853,56121,8.81e-06,3.25e-07,0.3263,-5.108189,-1.6666461,140.8,PCDHB15,protocadherin beta 15
858,858,644316,9.02e-06,3.35e-07,1.3334,-5.102459,-6.8034767,16.17,FLJ43315,asparagine synthetase pseudogene
859,859,25928,9.03e-06,3.36e-07,0.7053,-5.102089,-3.598581,35.88,SOSTDC1,sclerostin domain containing 1
861,861,147657,9.07e-06,3.38e-07,0.1859,-5.100985,-0.9484115,521.09,ZNF480,zinc finger protein 480
862,862,105369416,9.08e-06,3.39e-07,0.5359,-5.100369,-2.7333998,33.43,LOC105369416,uncharacterized LOC105369416
864,864,105375527,9.18e-06,3.43e-07,0.5935,-5.097917,-3.0257724,27.18,LOC105375527,uncharacterized LOC105375527
866,866,64798,9.3e-06,3.49e-07,0.3502,-5.094941,-1.7841292,2587.68,DEPTOR,DEP domain containing MTOR interacting protein
869,869,101928358,9.37e-06,3.53e-07,0.8204,-5.092887,-4.1784244,29.28,IRS4-AS1,IRS4 antisense RNA 1
870,870,55503,9.38e-06,3.54e-07,0.3897,-5.092231,-1.9844621,66.79,TRPV6,transient receptor potential cation channel subfamily V member 6
871,871,105375637,9.38e-06,3.54e-07,0.672,-5.092267,-3.4218187,1889.36,LOC105375637,uncharacterized LOC105375637
872,872,84085,9.42e-06,3.56e-07,0.1875,-5.091244,-0.9546307,2153.55,FBXO30,F-box protein 30
874,874,341019,9.54e-06,3.61e-07,0.4661,-5.088436,-2.3718531,338.61,DCDC1,doublecortin domain containing 1
876,876,219557,9.67e-06,3.68e-07,0.9363,-5.085063,-4.7609185,953.43,TEX47,testis expressed 47
877,877,9882,9.67e-06,3.67e-07,0.4253,-5.085119,-2.1629032,4683.52,TBC1D4,TBC1 domain family member 4
878,878,5346,9.67e-06,3.68e-07,0.6921,-5.084955,-3.5192427,92.47,PLIN1,perilipin 1
879,879,2731,9.8e-06,3.73e-07,0.8027,-5.082229,-4.0794438,235.14,GLDC,glycine decarboxylase
881,881,285175,9.95e-06,3.8e-07,0.6464,-5.078907,-3.2828377,183.16,UNC80,"unc-80 homolog, NALCN channel complex subunit"
882,882,105375768,1.02e-05,3.9e-07,0.3697,-5.073585,-1.8759497,2904.34,LOC105375768,uncharacterized LOC105375768
883,883,105377442,1.03e-05,3.94e-07,0.7671,-5.072004,-3.8906538,123.73,LOC105377442,uncharacterized LOC105377442
884,884,23345,1.03e-05,3.94e-07,0.4945,-5.071957,-2.5081827,13620.07,SYNE1,spectrin repeat containing nuclear envelope protein 1
886,886,105378797,1.04e-05,4e-07,0.405,-5.069186,-2.0528317,54.88,LOC105378797,uncharacterized LOC105378797
888,888,105378740,1.04e-05,4.01e-07,0.7379,-5.068416,-3.7401127,43.26,LOC105378740,uncharacterized LOC105378740
891,891,255119,1.05e-05,4.07e-07,1.034,-5.065481,-5.2378776,18.35,CFAP299,cilia and flagella associated protein 299
892,892,135138,1.05e-05,4.07e-07,0.4761,-5.065507,-2.4118314,143.81,PACRG,parkin coregulated
894,894,85389,1.06e-05,4.12e-07,0.4663,-5.063389,-2.3608098,77.3,SNORD14C,"small nucleolar RNA, C/D box 14C"
897,897,107986774,1.08e-05,4.19e-07,0.9482,-5.060326,-4.7982307,27.14,LOC107986774,uncharacterized LOC107986774
898,898,107984079,1.08e-05,4.2e-07,0.3627,-5.059777,-1.8352287,274.48,LOC107984079,uncharacterized LOC107984079
900,900,5648,1.11e-05,4.31e-07,0.7556,-5.054845,-3.8194629,67.22,MASP1,MBL associated serine protease 1
902,902,105373893,1.12e-05,4.37e-07,0.9909,-5.051933,-5.0059355,70.72,LOC105373893,uncharacterized LOC105373893
903,903,220108,1.12e-05,4.38e-07,0.5153,-5.05179,-2.6031881,143.05,FAM124A,family with sequence similarity 124 member A
905,905,9420,1.13e-05,4.41e-07,0.4289,-5.050177,-2.1659982,2097.14,CYP7B1,cytochrome P450 family 7 subfamily B member 1
907,907,57553,1.14e-05,4.47e-07,0.1883,-5.047618,-0.950683,3239.06,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
908,908,642987,1.16e-05,4.54e-07,0.3697,-5.044616,-1.8652309,619.37,TMEM232,transmembrane protein 232
910,910,338328,1.16e-05,4.57e-07,0.3769,-5.043712,-1.9011182,61.61,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
914,914,105370844,1.16e-05,4.59e-07,0.4631,-5.042706,-2.335394,51.44,LOC105370844,uncharacterized LOC105370844
917,917,105377527,1.22e-05,4.84e-07,0.7131,-5.03268,-3.5888512,17.08,LOC105377527,uncharacterized LOC105377527
918,918,5915,1.22e-05,4.86e-07,0.3,-5.031875,-1.5097794,818.21,RARB,retinoic acid receptor beta
919,919,56977,1.23e-05,4.9e-07,0.2695,-5.030094,-1.3554106,1240.11,STOX2,storkhead box 2
925,926,10231,1.29e-05,5.16e-07,0.3645,-5.020308,-1.8299501,694.92,RCAN2,regulator of calcineurin 2
929,930,221262,1.31e-05,5.29e-07,0.2257,-5.015551,-1.1320973,81.51,CCDC162P,"coiled-coil domain containing 162, pseudogene"
935,936,223117,1.37e-05,5.55e-07,0.9161,-5.00617,-4.586167,3106.16,SEMA3D,semaphorin 3D
936,937,65055,1.37e-05,5.56e-07,0.3935,-5.005773,-1.969932,106.69,REEP1,receptor accessory protein 1
937,938,100507053,1.4e-05,5.68e-07,0.3924,-5.001649,-1.9624222,102.48,LOC100507053,uncharacterized LOC100507053
940,941,105374640,1.42e-05,5.79e-07,0.3474,-4.998024,-1.7364511,251.55,SPTBN1-AS1,SPTBN1 antisense RNA 1
941,942,105378738,1.45e-05,5.91e-07,1.0056,-4.994269,-5.0222892,15.79,LINC01755,long intergenic non-protein coding RNA 1755
943,944,80726,1.46e-05,5.97e-07,0.4578,-4.992092,-2.2851344,764.87,IQCN,IQ motif containing N
944,945,125,1.47e-05,6e-07,1.0216,-4.991234,-5.0990431,950.98,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
945,946,286464,1.47e-05,6.04e-07,1.0072,-4.990052,-5.0260457,262.91,CFAP47,cilia and flagella associated protein 47
946,947,6595,1.47e-05,6.05e-07,0.1424,-4.989724,-0.7104596,4847.16,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
950,951,107985779,1.52e-05,6.28e-07,1.0363,-4.982541,-5.1634822,544.21,LOC107985779,uncharacterized LOC107985779
951,952,347,1.53e-05,6.3e-07,0.7238,-4.981859,-3.6058179,655.24,APOD,apolipoprotein D
963,964,55279,1.68e-05,7e-07,0.1114,-4.961232,-0.5527123,1366.53,ZNF654,zinc finger protein 654
965,966,340267,1.7e-05,7.09e-07,0.3961,-4.958814,-1.9642187,138.29,COL28A1,collagen type XXVIII alpha 1 chain
966,967,105370504,1.7e-05,7.13e-07,0.3422,-4.957897,-1.6965485,176.41,LOC105370504,uncharacterized LOC105370504
967,968,646405,1.71e-05,7.19e-07,0.9248,-4.956265,-4.5837104,516.68,TPTE2P1,TPTE2 pseudogene 1
968,969,107986938,1.72e-05,7.2e-07,1.0563,-4.955776,-5.2350162,59.09,LOC107986938,uncharacterized LOC107986938
969,970,4629,1.73e-05,7.26e-07,0.3749,-4.954184,-1.8572242,1038.08,MYH11,myosin heavy chain 11
970,971,105372633,1.76e-05,7.41e-07,0.7508,-4.950331,-3.7166998,11.62,LOC105372633,uncharacterized LOC105372633
971,972,6865,1.77e-05,7.45e-07,0.4292,-4.949344,-2.1243216,38.38,TACR2,tachykinin receptor 2
972,973,116441,1.77e-05,7.47e-07,0.2038,-4.948671,-1.0082975,361.61,TM4SF18,transmembrane 4 L six family member 18
973,974,643847,1.79e-05,7.54e-07,0.946,-4.946899,-4.6798348,34.15,PGA4,pepsinogen A4
974,975,102724802,1.8e-05,7.58e-07,0.3933,-4.945822,-1.9453146,74.32,LOC102724802,uncharacterized LOC102724802
976,977,54361,1.81e-05,7.66e-07,0.3028,-4.943913,-1.4968928,103.93,WNT4,Wnt family member 4
979,980,2321,1.83e-05,7.76e-07,0.2171,-4.941424,-1.0725941,3814.75,FLT1,fms related receptor tyrosine kinase 1
982,983,101928421,1.84e-05,7.81e-07,0.2187,-4.939974,-1.0805801,374.56,LOC101928421,uncharacterized LOC101928421
983,984,55259,1.84e-05,7.86e-07,0.3252,-4.938904,-1.6060393,303.27,DNAI7,dynein axonemal intermediate chain 7
984,985,105375538,1.85e-05,7.87e-07,0.4399,-4.938461,-2.1722682,34.53,AGK-DT,AGK divergent transcript
987,988,105370826,1.88e-05,8.03e-07,0.497,-4.934731,-2.4525813,205.83,LOC105370826,uncharacterized LOC105370826
988,989,146177,1.9e-05,8.14e-07,0.6005,-4.932075,-2.9617496,24.21,VWA3A,von Willebrand factor A domain containing 3A
989,990,100127983,1.9e-05,8.16e-07,0.4935,-4.93157,-2.4336964,176.79,C8orf88,chromosome 8 open reading frame 88
990,991,100189387,1.94e-05,8.34e-07,0.9856,-4.927169,-4.8560511,24.27,TRI-AAT5-5,tRNA-Ile (anticodon AAT) 5-5
991,992,9182,1.95e-05,8.39e-07,0.6001,-4.925985,-2.9558928,554.6,RASSF9,Ras association domain family member 9
992,993,105375969,1.96e-05,8.45e-07,0.3538,-4.924789,-1.7424604,67.15,LOC105375969,uncharacterized LOC105375969
994,995,81575,1.98e-05,8.54e-07,0.2466,-4.922669,-1.2138773,1785.56,APOLD1,apolipoprotein L domain containing 1
996,997,105369867,1.99e-05,8.6e-07,0.8144,-4.921138,-4.0075469,67.31,LOC105369867,uncharacterized LOC105369867
1000,1001,102723403,2.04e-05,8.85e-07,0.7383,-4.91573,-3.629222,64.17,LOC102723403,uncharacterized LOC102723403
1004,1005,90693,2.09e-05,9.1e-07,0.1603,-4.910255,-0.7871678,520.24,CCDC126,coiled-coil domain containing 126
1006,1007,56605,2.14e-05,9.32e-07,0.2642,-4.905562,-1.2959163,1728.13,ERO1B,endoplasmic reticulum oxidoreductase 1 beta
1007,1008,3745,2.14e-05,9.32e-07,0.4176,-4.905434,-2.0485841,47.8,KCNB1,potassium voltage-gated channel subfamily B member 1
1009,1010,123036,2.15e-05,9.41e-07,0.246,-4.903638,-1.2065224,2070.3,TC2N,"tandem C2 domains, nuclear"
1014,1015,400224,2.16e-05,9.51e-07,0.6898,-4.901501,-3.3809851,146.07,PLEKHD1,pleckstrin homology and coiled-coil domain containing D1
1019,1020,5896,2.32e-05,1.02e-06,0.42,-4.886987,-2.052742,153.39,RAG1,recombination activating 1
1021,1022,5521,2.32e-05,1.03e-06,0.4909,-4.886535,-2.3988113,168.82,PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta
1022,1023,441425,2.33e-05,1.03e-06,0.4566,-4.885541,-2.2308018,55.28,ANKRD20A3P,"ankyrin repeat domain 20 family member A3, pseudogene"
